proyecto_id,fecha,autor,categoria,metodo_match,diputado_id,fuente_mandato,bloque,familia,distrito,region,presidencia,gobierno,tipo,dominio,orientacion,saliencia
HCDN240035,2020-05-04,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN240232,2020-05-08,"MOISES, MARIA CAROLINA",diputado,exacto_vigente,HCDN0903,hcdn,FRENTE DE TODOS,kirchnerismo,JUJUY,NOA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN240236,2020-05-08,"LOSPENNATO, SILVIA GABRIELA",diputado,fallback_vigente,HCDN1439,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN240694,2020-05-20,"MENNA, GUSTAVO",diputado,exacto_vigente,HCDN2394,hcdn,UCR,ucr,CHUBUT,PATAGONIA,fernandez_2019_2023,no,LEY,D,administrativa_neutra,relacionada
HCDN240718,2020-05-20,"SUAREZ LASTRA, FACUNDO",diputado,exacto_vigente,HCDN2423,hcdn,UCR,ucr,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN240808,2020-05-22,"BRITEZ, MARIA CRISTINA",diputado,exacto_vigente,HCDN1479,hcdn,FRENTE DE TODOS,kirchnerismo,MISIONES,NEA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN240951,2020-05-26,"SUAREZ LASTRA, FACUNDO",diputado,exacto_vigente,HCDN2423,hcdn,UCR,ucr,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN240998,2020-05-27,"CAPARROS, MABEL LUISA",diputado,exacto_vigente,HCDN0543,hcdn,FRENTE DE TODOS,kirchnerismo,TIERRA DEL FUEGO,PATAGONIA,fernandez_2019_2023,si,LEY,D,administrativa_neutra,relacionada
HCDN241784,2020-06-17,"ZAMARBIDE, FEDERICO RAUL",diputado,exacto_vigente,HCDN2387,hcdn,UCR,ucr,MENDOZA,CUYO,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN241903,2020-06-22,"GARCIA, XIMENA",diputado,exacto_vigente,HCDN2814,hcdn,UCR,ucr,SANTA FE,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN241999,2020-06-24,"MARZIOTTA, GISELA",diputado,exacto_vigente,HCDN2860,hcdn,FRENTE DE TODOS,kirchnerismo,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN242884,2020-07-23,"ARCE, MARIO HORACIO",diputado,exacto_vigente,HCDN2355,hcdn,UCR,ucr,FORMOSA,NEA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN243046,2020-07-29,"MARZIOTTA, GISELA",diputado,exacto_vigente,HCDN2860,hcdn,FRENTE DE TODOS,kirchnerismo,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN243060,2020-07-30,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN243113,2020-08-03,"BARBARO, HECTOR ""CACHO""",diputado,exacto_vigente,HCDN2770,hcdn,FRENTE DE TODOS,kirchnerismo,MISIONES,NEA,fernandez_2019_2023,si,LEY,C,pro_liberalizacion,relacionada
HCDN243542,2020-08-13,"RICCARDO, JOSE LUIS",diputado,exacto_vigente,HCDN1397,hcdn,UCR,ucr,SAN LUIS,CUYO,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN244122,2020-08-31,"MENDOZA, JOSEFINA",diputado,exacto_vigente,HCDN2433,hcdn,UCR,ucr,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN244575,2020-09-21,"SORIA, MARTIN",diputado,exacto_vigente,HCDN2773,hcdn,FRENTE DE TODOS,kirchnerismo,RIO NEGRO,PATAGONIA,fernandez_2019_2023,si,LEY,D,administrativa_neutra,relacionada
HCDN245559,2020-10-19,"MOISES, MARIA CAROLINA",diputado,exacto_vigente,HCDN0903,hcdn,FRENTE DE TODOS,kirchnerismo,JUJUY,NOA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN245700,2020-10-22,"GODOY, LUCAS JAVIER",diputado,exacto_vigente,HCDN2751,hcdn,FRENTE DE TODOS,kirchnerismo,SALTA,NOA,fernandez_2019_2023,si,DECLARACION,D,administrativa_neutra,relacionada
HCDN246224,2020-11-11,"AUSTIN, BRENDA LIS",diputado,exacto_vigente,HCDN1582,hcdn,UCR,ucr,CORDOBA,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN246299,2020-11-12,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,pro_liberalizacion,relacionada
HCDN246498,2020-11-20,"GINOCCHIO, SILVANA MICAELA",diputado,exacto_vigente,HCDN2382,hcdn,FRENTE DE TODOS,kirchnerismo,CATAMARCA,NOA,fernandez_2019_2023,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN246939,2020-12-15,"MOISES, MARIA CAROLINA",diputado,exacto_vigente,HCDN0903,hcdn,FRENTE DE TODOS,kirchnerismo,JUJUY,NOA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN247042,2020-12-22,"VALLEJOS, FERNANDA",diputado,exacto_vigente,HCDN2424,hcdn,FRENTE DE TODOS,kirchnerismo,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,si,LEY,D,administrativa_neutra,relacionada
HCDN247175,2021-01-18,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN247751,2021-03-02,"BRITEZ, MARIA CRISTINA",diputado,exacto_vigente,HCDN1479,hcdn,FRENTE DE TODOS,kirchnerismo,MISIONES,NEA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN247897,2021-03-05,"BERISSO, HERNAN",diputado,exacto_vigente,HCDN2360,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN247925,2021-03-08,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN247984,2021-03-09,"PASTORI, LUIS MARIO",diputado,exacto_vigente,HCDN1386,hcdn,UCR,ucr,MISIONES,NEA,fernandez_2019_2023,no,RESOLUCION,C,pro_liberalizacion,relacionada
HCDN248067,2021-03-10,"CARRIZO, ANA CARLA",diputado,exacto_vigente,HCDN1361,hcdn,UCR,ucr,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,LEY,C,administrativa_neutra,relacionada
HCDN248421,2021-03-15,"VIVERO, CARLOS ALBERTO",diputado,exacto_vigente,HCDN2772,hcdn,FRENTE DE TODOS,kirchnerismo,NEUQUEN,PATAGONIA,fernandez_2019_2023,si,LEY,D,administrativa_neutra,relacionada
HCDN248559,2021-03-15,"SAPAG, ALMA LILIANA",diputado,exacto_vigente,HCDN2418,hcdn,MOV POP NEUQUINO,provinciales,NEUQUEN,PATAGONIA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN248541,2021-03-16,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN248717,2021-03-18,"FREGONESE, ALICIA",diputado,exacto_vigente,HCDN2379,hcdn,PRO,pro,ENTRE RIOS,PAMPEANA,fernandez_2019_2023,no,LEY,D,administrativa_neutra,relacionada
HCDN249099,2021-03-26,"SCAGLIA, GISELA",diputado,exacto_vigente,HCDN1404,hcdn,PRO,pro,SANTA FE,PAMPEANA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN249106,2021-03-29,"LEHMANN, MARIA LUCILA",diputado,exacto_vigente,HCDN2389,hcdn,COALICION CIVICA,cc_ari,SANTA FE,PAMPEANA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN249311,2021-04-05,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN250115,2021-04-29,"SELVA, CARLOS AMERICO",diputado,exacto_vigente,HCDN1459,hcdn,FRENTE DE TODOS,kirchnerismo,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,si,LEY,D,administrativa_neutra,relacionada
HCDN250322,2021-05-06,"ZAMARBIDE, FEDERICO RAUL",diputado,exacto_vigente,HCDN2387,hcdn,UCR,ucr,MENDOZA,CUYO,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN250338,2021-05-07,"GINOCCHIO, SILVANA MICAELA",diputado,exacto_vigente,HCDN2382,hcdn,FRENTE DE TODOS,kirchnerismo,CATAMARCA,NOA,fernandez_2019_2023,si,RESOLUCION,C,pro_liberalizacion,relacionada
HCDN254666,2021-12-02,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN254965,2021-12-16,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,pro_liberalizacion,relacionada
HCDN255053,2021-12-30,"CAMAÑO, GRACIELA",diputado,exacto_vigente,HCDN0173,hcdn,IDENTIDAD BONAERENSE,peronismo_federal,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN255610,2022-03-02,"CAMAÑO, GRACIELA",diputado,exacto_vigente,HCDN0173,hcdn,IDENTIDAD BONAERENSE,peronismo_federal,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN255994,2022-03-04,"BARBARO, HECTOR ""CACHO""",diputado,exacto_vigente,HCDN2770,hcdn,FRENTE DE TODOS,kirchnerismo,MISIONES,NEA,fernandez_2019_2023,si,LEY,C,pro_liberalizacion,relacionada
HCDN256171,2022-03-08,"GINOCCHIO, SILVANA MICAELA",diputado,exacto_vigente,HCDN2382,hcdn,FRENTE DE TODOS,kirchnerismo,CATAMARCA,NOA,fernandez_2019_2023,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN256173,2022-03-08,"GINOCCHIO, SILVANA MICAELA",diputado,exacto_vigente,HCDN2382,hcdn,FRENTE DE TODOS,kirchnerismo,CATAMARCA,NOA,fernandez_2019_2023,si,RESOLUCION,C,pro_liberalizacion,relacionada
HCDN256896,2022-03-25,"MARZIOTTA, GISELA",diputado,exacto_vigente,HCDN2860,hcdn,FRENTE DE TODOS,kirchnerismo,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN257849,2022-04-19,"SELVA, CARLOS AMERICO",diputado,exacto_vigente,HCDN1459,hcdn,FRENTE DE TODOS,kirchnerismo,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,si,LEY,D,administrativa_neutra,relacionada
HCDN258681,2022-05-05,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,pro_liberalizacion,relacionada
HCDN259263,2022-06-07,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,pro_liberalizacion,relacionada
HCDN259901,2022-06-29,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN261866,2022-08-09,"DEL PLA, ROMINA",diputado,exacto_vigente,HCDN2373,hcdn,PARTIDO OBRERO FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,izquierda_progresista,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,LEY,D,administrativa_neutra,relacionada
HCDN262768,2022-09-07,"FAGIOLI, FEDERICO",diputado,exacto_vigente,HCDN2844,hcdn,FRENTE DE TODOS,kirchnerismo,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,si,DECLARACION,D,administrativa_neutra,relacionada
HCDN265161,2022-12-14,"ZUVIC, MARIANA",diputado,exacto_vigente,HCDN2823,hcdn,COALICION CIVICA,cc_ari,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,LEY,C,administrativa_neutra,relacionada
HCDN265449,2022-12-29,"PEDRINI, JUAN MANUEL",diputado,exacto_vigente,HCDN1356,hcdn,FRENTE DE TODOS,kirchnerismo,CHACO,NEA,fernandez_2019_2023,si,LEY,D,administrativa_neutra,relacionada
HCDN265992,2023-03-01,"GINOCCHIO, SILVANA MICAELA",diputado,exacto_vigente,HCDN2382,hcdn,FRENTE DE TODOS,kirchnerismo,CATAMARCA,NOA,fernandez_2019_2023,si,LEY,C,pro_liberalizacion,relacionada
HCDN266678,2023-03-21,"CARRIZO, SOLEDAD",diputado,exacto_vigente,HCDN1365,hcdn,UCR,ucr,CORDOBA,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN268434,2023-05-10,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN269241,2023-06-14,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,pro_liberalizacion,relacionada
HCDN271050,2023-09-27,"ESTEVEZ, ENRIQUE",diputado,exacto_vigente,HCDN2756,hcdn,SOCIALISTA,izquierda_progresista,SANTA FE,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN272773,2024-03-04,"FERRARO, MAXIMILIANO",diputado,exacto_vigente,HCDN2787,hcdn,HACEMOS COALICIÓN FEDERAL,peronismo_federal,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,LEY,D,administrativa_neutra,relacionada
HCDN272886,2024-03-04,"PASSO, MARCELA FABIANA",diputado,exacto_vigente,HCDN1460,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,LEY,D,administrativa_neutra,relacionada
HCDN273811,2024-03-21,"PICAT, LUIS ALBINO",diputado,exacto_vigente,HCDN3051,hcdn,UCR - UNIÓN CÍVICA RADICAL,ucr,CORDOBA,PAMPEANA,milei_2023_2025,no,RESOLUCION,D,proteccionista_defensiva,relacionada
HCDN274720,2024-04-23,"DEL PLA, ROMINA",diputado,exacto_vigente,HCDN2373,hcdn,FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,izquierda_progresista,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,LEY,D,administrativa_neutra,relacionada
HCDN275190,2024-05-08,"ESTEVEZ, GABRIELA BEATRIZ",diputado,exacto_vigente,HCDN1514,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,CORDOBA,PAMPEANA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN275603,2024-05-30,"LOPEZ, JUAN MANUEL",diputado,exacto_vigente,HCDN2401,hcdn,COALICION CIVICA,cc_ari,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,LEY,C,administrativa_neutra,relacionada
HCDN275895,2024-06-06,"LOSPENNATO, SILVIA",diputado,exacto_vigente,HCDN1439,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,LEY,C,administrativa_neutra,relacionada
HCDN276142,2024-06-18,"OUTES, PABLO",diputado,exacto_vigente,HCDN3100,hcdn,INNOVACIÓN FEDERAL,provinciales,SALTA,NOA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN276520,2024-07-08,"MONZON, ROXANA",diputado,exacto_vigente,HCDN3045,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN276651,2024-07-11,"CORREA LLANO, FACUNDO",diputado,exacto_vigente,HCDN3072,hcdn,LA LIBERTAD AVANZA,lla,MENDOZA,CUYO,milei_2023_2025,si,LEY,C,administrativa_neutra,relacionada
HCDN276664,2024-07-11,"TONIOLLI, EDUARDO",diputado,exacto_vigente,HCDN2889,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,SANTA FE,PAMPEANA,milei_2023_2025,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN276698,2024-07-12,"SORIA, MARTIN",diputado,exacto_vigente,HCDN2773,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,RIO NEGRO,PATAGONIA,milei_2023_2025,no,LEY,D,administrativa_neutra,relacionada
HCDN277611,2024-08-26,"FERRARO, MAXIMILIANO",diputado,exacto_vigente,HCDN2787,hcdn,COALICION CIVICA,cc_ari,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN278325,2024-09-20,"BENEDETTI, ATILIO",diputado,exacto_vigente,HCDN1148,hcdn,UCR - UNIÓN CÍVICA RADICAL,ucr,ENTRE RIOS,PAMPEANA,milei_2023_2025,no,RESOLUCION,D,pro_liberalizacion,explicita
HCDN278458,2024-09-24,"FREITES, ANDREA",diputado,exacto_vigente,HCDN3087,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,TIERRA DEL FUEGO,PATAGONIA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN278505,2024-09-26,"CAFIERO, SANTIAGO",diputado,exacto_vigente,HCDN2831,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,RESOLUCION,A,administrativa_neutra,explicita
HCDN278510,2024-09-26,"MIRABELLA, ROBERTO",diputado,exacto_vigente,HCDN2738,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,SANTA FE,PAMPEANA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN278513,2024-09-26,"MIRABELLA, ROBERTO",diputado,exacto_vigente,HCDN2738,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,SANTA FE,PAMPEANA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN278840,2024-10-08,"SELVA, SABRINA",diputado,exacto_vigente,HCDN3054,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN278878,2024-10-10,"PAULON, ESTEBAN",diputado,exacto_vigente,HCDN3108,hcdn,ENCUENTRO FEDERAL,izquierda_progresista,SANTA FE,PAMPEANA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN278891,2024-10-14,"BERTOLDI, TANYA",diputado,exacto_vigente,HCDN2907,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,NEUQUEN,PATAGONIA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN279089,2024-10-21,"YUTROVIC, CAROLINA",diputado,exacto_vigente,HCDN2856,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,TIERRA DEL FUEGO,PATAGONIA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN279503,2024-11-08,"OUTES, PABLO",diputado,exacto_vigente,HCDN3100,hcdn,INNOVACIÓN FEDERAL,provinciales,SALTA,NOA,milei_2023_2025,no,LEY,D,administrativa_neutra,relacionada
HCDN279961,2024-11-28,"LEDESMA, TOMAS",diputado,exacto_vigente,HCDN2886,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,ENTRE RIOS,PAMPEANA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN280298,2024-12-06,"COBOS, JULIO",diputado,exacto_vigente,HCDN1066,hcdn,UCR - UNIÓN CÍVICA RADICAL,ucr,MENDOZA,CUYO,milei_2023_2025,no,RESOLUCION,A,pro_liberalizacion,explicita
HCDN280323,2024-12-09,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN280442,2024-12-17,"PAULON, ESTEBAN",diputado,exacto_vigente,HCDN3108,hcdn,ENCUENTRO FEDERAL,izquierda_progresista,SANTA FE,PAMPEANA,milei_2023_2025,no,RESOLUCION,A,administrativa_neutra,explicita
HCDN280654,2025-01-23,"ROMERO, JORGE ANTONIO",diputado,exacto_vigente,HCDN2412,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,CORRIENTES,NEA,milei_2023_2025,no,DECLARACION,C,proteccionista_defensiva,relacionada
HCDN282180,2025-03-05,"AVEIRO, MARTIN",diputado,exacto_vigente,HCDN3028,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,MENDOZA,CUYO,milei_2023_2025,no,DECLARACION,D,administrativa_neutra,relacionada
HCDN282328,2025-03-07,"TETAZ, MARTIN ALBERTO",diputado,exacto_vigente,HCDN2943,hcdn,UCR - UNIÓN CÍVICA RADICAL,ucr,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN283344,2025-03-28,"BRAMBILLA, SOFIA",diputado,exacto_vigente,HCDN2361,hcdn,PRO,pro,CORRIENTES,NEA,milei_2023_2025,no,RESOLUCION,D,pro_liberalizacion,explicita
HCDN283348,2025-03-28,"BRAMBILLA, SOFIA",diputado,exacto_vigente,HCDN2361,hcdn,PRO,pro,CORRIENTES,NEA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,relacionada
HCDN283543,2025-04-03,"PAULON, ESTEBAN",diputado,exacto_vigente,HCDN3108,hcdn,ENCUENTRO FEDERAL,izquierda_progresista,SANTA FE,PAMPEANA,milei_2023_2025,no,RESOLUCION,A,administrativa_neutra,explicita
HCDN283621,2025-04-04,"PAULON, ESTEBAN",diputado,exacto_vigente,HCDN3108,hcdn,ENCUENTRO FEDERAL,izquierda_progresista,SANTA FE,PAMPEANA,milei_2023_2025,no,RESOLUCION,A,administrativa_neutra,explicita
HCDN284239,2025-04-30,"BIASI, VANINA",diputado,exacto_vigente,HCDN3141,hcdn,PARTIDO OBRERO -FRENTE DE IZQUIERDA Y DE TRABAJADORES -UNIDA,izquierda_progresista,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,LEY,D,administrativa_neutra,relacionada
HCDN285678,2025-06-23,"BANFI, KARINA",diputado,exacto_vigente,HCDN1447,hcdn,UCR - UNIÓN CÍVICA RADICAL,ucr,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN285950,2025-07-03,"MILMAN, GERARDO",diputado,exacto_vigente,HCDN1192,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,DECLARACION,C,pro_liberalizacion,relacionada
HCDN287093,2025-08-29,"POKOIK, LORENA",diputado,exacto_vigente,HCDN3082,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN287183,2025-09-03,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,RESOLUCION,A,pro_liberalizacion,explicita
HCDN287405,2025-09-11,"CAFIERO, SANTIAGO",diputado,exacto_vigente,HCDN2831,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN287914,2025-10-02,"VANCSIK, DANIEL",diputado,exacto_vigente,HCDN3031,hcdn,INNOVACIÓN FEDERAL,provinciales,MISIONES,NEA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN288546,2025-11-17,"GIUDICI, SILVANA",diputado,exacto_vigente,HCDN3043,hcdn,LA LIBERTAD AVANZA,lla,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,si,LEY,C,administrativa_neutra,relacionada
HCDN288857,2025-12-02,"LOSPENNATO, SILVIA",diputado,exacto_vigente,HCDN1439,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,LEY,C,administrativa_neutra,relacionada
HCDN180275,2015-09-15,PARLAMENTARIA MIXTA REVISORA DE CUENTAS,organo,,,,,,,,cfk_2008_2015,,RESOLUCION,D,administrativa_neutra,relacionada
HCDN164307,2014-06-09,"MARTINEZ, JULIO CESAR",diputado,exacto_vigente,HCDN0770,hcdn,UCR,ucr,LA RIOJA,NOA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN115461,2010-05-05,"SABBATELLA, MARTIN",diputado,exacto_vigente,HCDN1211,hcdn,NUEVO ENCUENTRO POPULAR Y SOLIDARIO,kirchnerismo,BUENOS AIRES,PAMPEANA,cfk_2008_2015,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN129732,2011-07-28,"GRIBAUDO, CHRISTIAN ALEJANDRO",diputado,exacto_vigente,HCDN1075,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN119747,2010-09-10,"BULLRICH, PATRICIA",diputado,exacto_vigente,HCDN0509,hcdn,COALICION CIVICA,cc_ari,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN159802,2014-03-07,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,UNIR,otros,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,A,administrativa_neutra,explicita
HCDN135856,2012-04-19,"ALONSO, GUMERSINDO FEDERICO",diputado,exacto_vigente,HCDN0733,hcdn,FRENTE CIVICO - CORDOBA,provinciales,CORDOBA,PAMPEANA,cfk_2008_2015,no,LEY,B,administrativa_neutra,relacionada
HCDN191159,2016-09-27,"NAZARIO, ADRIANA MONICA",diputado,exacto_vigente,HCDN1516,hcdn,UNIDOS POR UNA NUEVA ARGENTINA,peronismo_federal,CORDOBA,PAMPEANA,macri_2015_2019,no,RESOLUCION,B,pro_liberalizacion,relacionada
HCDN137942,2012-06-07,"BIANCHI, IVANA MARIA",diputado,exacto_vigente,HCDN0964,hcdn,FRENTE PERONISTA,peronismo_federal,SAN LUIS,CUYO,cfk_2008_2015,no,RESOLUCION,B,pro_liberalizacion,relacionada
