proyecto_id,anio,tipo,dominio,marco,titulo
HCDN113854,2010,RESOLUCION,B,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LOS MOTIVOS POR LOS CUALES SE INCUMPLIRA CON EL ENVIO DE LA TOTALIDAD DE LA CUOTA HILTON ASIGNADA PARA EL PERIODO 2009-2010.
HCDN116235,2010,LEY,C,externo,"CREACION EN EL AMBITO DEL CONGRESO DE LA NACION ARGENTINA, LA COMISION BICAMERAL REVISORA DE NORMATIVA AMBIENTAL PARA LA ARMONIZACION DE DIRECTRICES AMBIENTALES DEL MERCADO COMUN DEL SUR (MERCOSUR)."
HCDN118043,2010,LEY,C,externo,INCLUSION DE LA CADENA CITRICOLA TRANSFRONTERIZA ARGENTINO - URUGUAYA EN EL MARCO DEL GRUPO DE INTEGRACION PRODUCTIVA EN EL MERCOSUR.
HCDN118755,2010,RESOLUCION,C,externo,"DECLARAR DE INTERES DE H. CAMARA LA CREACION DEL INSTITUTO DE POLITICAS PUBLICAS EN DERECHOS HUMANOS DEL MERCOSUR, QUE SERA INSTALADO EN LA EX ESMA."
HCDN120895,2010,LEY,C,externo,ELECCION DE PARLAMENTARIOS DEL MERCOSUR. MODIFICACION DE LA LEY 19945 (CODIGO ELECTORAL NACIONAL).
HCDN113433,2010,MENSAJE,C,externo,"COMUNICACION DEL DECRETO 311/2010 DICTADO EN USO DE FACULTADES DELEGADAS POR EL CUAL SE ESTABLECE UNA REDUCCION DEL DERECHO DE IMPORTACION EXTRAZONA (DIE) AL DOS POR CIENTO (2%) PARA VEHICULOS PROVENIENTES DE PAISES QUE INTEGRAN EL MERCOSUR, CON PROPULSION A: MOTOR ELECTRICO Y ALTERNATIVO, MOTOR ELECTRICO EXCLUSIVAMENTE U OTRO TIPO DE ENERGIAS ALTERNATIVAS."
HCDN118763,2010,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR LA REALIZACION Y LOS RESULTADOS DE LA XXXIX REUNION DEL CONSEJO DEL MERCADO COMUN Y CUMBRE DE JEFAS Y JEFES DE ESTADO DEL MERCOSUR Y ESTADOS ASOCIADOS, REALIZADA EL 2 Y 3 DE AGOSTO EN LA CIUDAD DE SAN JUAN."
HCDN113530,2010,RESOLUCION,C,externo,SOLICITAR AL PODER EJECUTIVO DISPONGA ARBITRAR LOS MEDIOS PARA QUE LOS PAISES MIEMBROS DEL MERCOSUR REHUSEN BRINDAR APOYO LOGISTICO Y ASISTENCIA TECNICO OPERATIVA A LOS BUQUES Y AERONAVES QUE PRETENDAN REALIZAR EXPLORACION O EXPLOTACION DE HIDROCARBUROS EN LA ZONA MARITIMA ARGENTINA.
HCDN119301,2010,DECLARACION,C,externo,"DECLARAR DE INTERES DE LA H. CAMARA EL VI CERTAMEN DE FORMACION EN VALORES EN EL MERCOSUR EDUCATIVO 2010 ""MANOS JOVENES ESCRIBEN EN GRANDE""."
HCDN117533,2010,RESOLUCION,B,ue_otro,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL ENVIO DE LA DENOMINADA ""CUOTA HILTON"" A LA UNION EUROPEA."
HCDN120125,2010,DECLARACION,C,externo,"EXPRESAR BENEPLACITO POR LA I REUNION ESPECIALIZADA DE TURISMO Y VIII REUNION DE MINISTROS DE TURISMO DEL MERCOSUR, REALIZADAS DEL 4 AL 6 DE AGOSTO DE 2010 EN LA PROVINCIA DE JUJUY."
HCDN117910,2010,RESOLUCION,C,externo,SOLICITAR AL PODER EJECUTIVO DISPONGA RATIFICAR EL TRATADO DE LIBRE COMERCIO MERCOSUR - ISRAEL CELEBRADO ENTRE LOS ESTADOS MIEMBROS DEL MERCOSUR Y EL ESTADO DE ISRAEL EL 17/12/2007.
HCDN121112,2010,LEY,C,externo,"CODIGO ELECTORAL NACIONAL - LEY 19945 Y MODIFICATORIAS: MODIFICACIONES, SOBRE ELECCION DIRECTA DE PARLAMENTARIOS DEL MERCOSUR."
HCDN113414,2010,RESOLUCION,B,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS RAZONES OPERATIVAS, ECONOMICAS O FINANCIERAS QUE IMPULSARON AL CIERRE DE LAS EXPORTACIONES DE CARNES EN LOS CORTES FRESCOS BOVINOS NO COMPRENDIDOS EN LA ""CUOTA HILTON""."
HCDN117390,2010,MENSAJE,C,externo,"COMUNICACION DEL DECRETO 782/2010 POR EL CUAL SE ADOPTAN LAS DISPOSICIONES DE LA DIRECTIVA NUMERO 26 DEL 19 DE NOVIEMBRE DE 2009 DE LA COMISION DE COMERCIO DEL MERCOSUR (CCM), SOBRE LA APROBACION DE REBAJAS ARANCELARIAS PARA EL EPSILON CAPROLACTAMA."
HCDN117460,2010,MENSAJE,C,externo,"COMUNICACION DEL DECRETO 806/10 POR EL CUAL SE ADOPTAN LAS DISPOSICIONES DE LA DIRECTIVA 20 DEL 22 DE OCTUBRE DE 2009 DE LA COMISION DE COMERCIO DEL MERCOSUR (CCM), SOBRE TRATAMIENTO ARANCELARIO PARA LA IMPORTACION DE LAMINAS DE POLIURETANO CELULAR CON RECUBRIMIENTO REFLECTIVO Y RETROREFLECTIVO, PARA LA CONFECCION DE DOCUMENTOS."
HCDN120492,2010,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA H. CAMARA LA XVII REUNION DEL GRUPO DE COORDINACION Y LA XVI REUNION DE LA COMISION MIXTA DE LA EFSUR -ENTIDADES FISCALIZADORAS SUPERIORES DE LOS PAISES DEL MERCOSUR Y ASOCIADOS-, A REALIZARSE DEL 20 AL 22 DE OCTUBRE DE 2010, EN LA CIUDAD AUTONOMA DE BUENOS AIRES"
HCDN120077,2010,MENSAJE,C,externo,"COMUNICACION DEL DECRETO 1192/2010 POR EL CUAL SE ADOPTAN LAS DISPOSICIONES DE LA DECISION 25/09 DEL CONSEJO DEL MERCADO COMUN, FIJANDOSE TRANSITORIAMENTE, HASTA EL 31 DE DICIEMBRE DE 2011 LOS NIVELES DE ARANCEL EXTERNO COMUN - AEC - Y DERECHO DE IMPORTACION EXTRAZONA - DIE - EN EL VEINTIOCHO POR CIENTO (28%), DE DIVERSAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR - NCM."
HCDN124864,2011,LEY,C,externo,SUSPENSION DE LOS EFECTOS DE LA LEY 26192 DE APROBACION DEL PROTOCOLO DE ADHESION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA AL MERCOSUR (REPRODUCCION DEL EXPEDIENTE 2692-D-09).
HCDN124934,2011,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA ESTABLECER ACCIONES CONJUNTAS ENTRE LOS ESTADOS PARTES DEL MERCOSUR Y EL GOBIERNO DE LA REPUBLICA DE BOLIVIA, PARA LA LUCHA CONTRA EL MOSQUITO AEDES AEGYPTI."
HCDN125023,2011,LEY,C,externo,"MODIFICACIONES AL CODIGO ELECTORAL NACIONAL (LEY 19945) Y A LA LEY 23298 (ORGANICA DE LOS PARTIDOS POLITICOS), INCORPORANDO EL PROCEDIMIENTO DE ELECCION DIRECTA DE LOS PARLAMENTARIOS DEL MERCOSUR."
HCDN125490,2011,LEY,C,externo,"SISTEMA FINANCIERO: ACEPTACION Y RECEPCION PARA LA VERIFICACION DE LA IDENTIDAD DE LAS PERSONAS FISICAS, DE LA CEDULA DE IDENTIDAD DEL MERCOSUR EXPEDIDA POR LA POLICIA FEDERAL ARGENTINA."
HCDN125516,2011,RESOLUCION,C,externo,"EXPRESAR ADHESION A LOS FESTEJOS POR EL VIGESIMO ANIVERSARIO DE LA FIRMA DEL TRATADO DE ASUNCION QUE DIO ORIGEN AL MERCOSUR, EL DIA 26 DE MARZO DE 1991."
HCDN125597,2011,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA LA INMEDIATA SUSPENSION DE RELACIONES DIPLOMATICAS CON LIBIA, HASTA QUE CESEN EN FORMA DEFINITIVA LAS VIOLACIONES A LOS DERECHOS HUMANOS, Y EXHORTARLO A QUE COORDINE CON LOS PAISES MIEMBROS DEL MERCOSUR LAS MEDIDAS PARA QUE EN CONJUNTO CON LA COMUNIDAD INTERNACIONAL PODER ASEGURAR UNA PRONTA Y PACIFICA TRANSICION EN LIBIA."
HCDN125861,2011,RESOLUCION,C,externo,"ADHERIR A LOS FESTEJOS POR EL VIGESIMO ANIVERSARIO DE LA FIRMA DEL TRATADO DE ASUNCION, QUE DIO ORIGEN AL MERCOSUR, EL DIA 26 DE MARZO DE 2011."
HCDN126030,2011,LEY,C,externo,"SUSTITUCION DEL ARTICULO 13 DE LA LEY 17671, SOBRE ACREDITACION DE IDENTIDAD CON EL DOCUMENTO NACIONAL DE IDENTIDAD Y/O LA CEDULA DE IDENTIDAD NACIONAL DEL MERCOSUR Y/O EL PASAPORTE ARGENTINO MERCOSUR. IDENTIFICACION, REGISTRO Y CLASIFICACION DEL POTENCIAL HUMANO NACIONAL (REPRODUCCION DEL EXPEDIENTE 3835-D-09)."
HCDN126680,2011,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBAR EL ACUERDO DE SEDE ENTRE LA REPUBLICA ARGENTINA Y EL MERCADO COMUN DEL SUR - MERCOSUR - , PARA EL FUNCIONAMIENTO DEL INSTITUTO DE POLITICAS PUBLICAS DE DERECHOS HUMANOS, SUSCRIPTO EN MONTEVIDEO, REPUBLICA ORIENTAL DEL URUGUAY, EL 8 DE DICIEMBRE DE 2009."
HCDN126498,2011,LEY,C,externo,"CODIGO NACIONAL ELECTORAL - LEY 19945 Y MODIFICATORIAS: INCORPORACION DEL TITULO VII, CAPITULO IV ""DE LOS PARLAMENTARIOS DEL MERCOSUR""."
HCDN127202,2011,RESOLUCION,C,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS MEDIDAS ADOPTADAS CON EL FIN DE CORREGIR LAS SITUACIONES OBSERVADAS POR LA AUDITORIA GENERAL DE LA NACION EN LOS EXPEDIENTES 0396-OV-2010 (RESOLUCION 187/10) Y 0536-OV-2010 (RESOLUCION 223/10), EN SU INFORME REALIZADO EN EL AMBITO DEL FONDO PARA LA CONVERGENCIA ESTRUCTURAL DEL MERCOSUR (FOCEM), CON EL OBJETO DE EVALUAR LA GESTION DE LA UNIDAD TECNICA NACIONAL DEL FOCEM (UTNF) -REPUBLICA ARGENTINA- Y DE LA SUBUNIDAD EJECUTORA ARGENTINA DEL PROYECTO (REGIONAL) MERCOSUR LIBRE DE FIEBRE AFTOSA (PAMA)."
HCDN127574,2011,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA ELABORAR UN PLAN DE ACCION COORDINADO EN LA REGION DEL MERCOSUR, CON EL FIN DE ENFRENTAR LAS CONSECUENCIAS DEL CAMBIO CLIMATICO."
HCDN128205,2011,DECLARACION,B,externo,"EXPRESAR PREOCUPACION POR EL TERCER AÑO CONSECUTIVO DE POSIBLE INCUMPLIMIENTO, DE LA EXPORTACION DE CORTES ESPECIALES DE CARNE VACUNA, DENOMINADO ""CUOTA HILTON""."
HCDN128911,2011,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA EN EL MARCO DEL SECTOR EDUCATIVO DEL ""MERCADO COMUN DEL SUR (MERCOSUR)"", EXTENDER EL ""PROGRAMA DE MOVILIDAD ACADEMICA REGIONAL (MARCA)"", IMPLEMENTADO EN EL AÑO 2009."
HCDN128990,2011,RESOLUCION,B,ue_otro,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON UN NUEVO INCUMPLIMIENTO DE LAS EXPORTACIONES DE CARNE VACUNA A LA UNION EUROPEA, CORRESPONDIENTES AL CUPO 2010 -2011 DE LA ""CUOTA HILTON""."
HCDN129575,2011,RESOLUCION,C,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LA SITUACION EN QUE SE ENCUENTRA EL ACUERDO PREFERENCIAL DE COMERCIO ENTRE EL MERCADO COMUN DEL SUR - MERCOSUR - Y LA UNION ADUANERA DE AFRICA DEL SUR.
HCDN129685,2011,LEY,C,externo,"CODIGO ELECTORAL NACIONAL (LEY 19945 Y MODIFICATORIAS): MODIFICACIONES, SOBRE DIVISION DE REGIONES PARA LA ELECCION DE PARLAMENTARIOS DEL MERCOSUR."
HCDN131347,2011,LEY,C,externo,"ARROZ: ELIMINACION DE LA POSICION ARANCELARIA DE LA NOMENCLATURA COMUN DEL MERCOSUR, EN EL DECRETO 509/07 Y SUS MODIFICATORIAS."
HCDN131385,2011,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA H. CAMARA EL ""VII CERTAMEN DE FORMACION EN VALORES EN EL MERCOSUR Y LA UNASUR: MANOS JOVENES ESCRIBEN EN GRANDE"", CUYO EJE TEMATICO EN EL AÑO 2011 ES ""IDENTIDAD SURAMERICANA"", A REALIZARSE DEL 18 DE ABRIL AL 18 DE NOVIEMBRE DE 2011 EN LA CIUDAD AUTONOMA DE BUENOS AIRES."
HCDN131642,2011,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA H. CAMARA LA ""XVII REUNION DE LA COMISION MIXTA DE ENTIDADES FISCALIZADORAS SUPERIORES DE LOS PAISES DEL MERCOSUR - EFSUR-"" Y LA ""XVIII REUNION DEL GRUPO DE COORDINACION"", A REALIZARSE DEL 23 AL 26 DE NOVIEMBRE DE 2011 EN EL CALAFATE, PROVINCIA DE SANTA CRUZ."
HCDN131910,2011,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBACION DEL PROTOCOLO SOBRE EL COMERCIO DE SERVICIOS ENTRE MERCOSUR Y CHILE, APROBADO EN MONTEVIDEO, REPUBLICA ORIENTAL DEL URUGUAY - EL 27 DE MAYO DE 2009."
HCDN132326,2011,MENSAJE Y PROYECTO DE LEY,C,externo,INCORPORACION AL ORDENAMIENTO JURIDICO NACIONAL LA DECISION DEL CONSEJO DEL MERCADO COMUN DEL MERCOSUR NUMERO 63/10; SOBRE CREACION DEL ALTO REPRESENTANTE GENERAL DEL MERCOSUR COMO ORGANO DEL CONSEJO DEL MERCADO COMUN (CMC).
HCDN132801,2011,MENSAJE Y PROYECTO DE LEY,C,externo,"INCORPORAR AL ORDENAMIENTO JURIDICO NACIONAL, LA DECISION DEL CONSEJO DEL MERCADO COMUN DEL MERCOSUR NUMERO 25/03, SOBRE CREACION DEL ""MECANISMO PARA EL EJERCICIO PROFESIONAL TEMPORARIO""."
HCDN129732,2011,RESOLUCION,B,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA DISTRIBUCION DE LA CUOTA HILTON 2011-2012.
HCDN128198,2011,RESOLUCION,B,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA ""CUOTA HILTON""."
HCDN126681,2011,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBAR EL PROTOCOLO DE INTEGRACION EDUCATIVA Y RECONOCIMIENTO DE CERTIFICADOS, TITULOS Y ESTUDIOS DE NIVEL PRIMARIO / FUNDAMENTAL / BASICO Y MEDIO / SECUNDARIO, ENTRE LOS ESTADOS PARTE DEL MERCOSUR Y ESTADOS ASOCIADOS, SUSCRIPTO EN SAN JUAN, REPUBLICA ARGENTINA, EL 2 DE AGOSTO DE 2010."
HCDN127925,2011,LEY,C,externo,BANDERA DEL MERCOSUR: SE DISPONE SU IZAMIENTO OBLIGATORIO JUNTO AL PABELLON NACIONAL EN EDIFICIOS PUBLICOS.
HCDN129020,2011,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBACION DEL ACUERDO PREFERENCIAL DE COMERCIO ENTRE EL MERCADO COMUN DEL SUR (MERCOSUR) Y LA UNION ADUANERA DE AFRICA DEL SUR (SACU), SUSCRIPTO POR LOS ESTADOS PARTE DEL MERCOSUR EN BRASIL EL 15/12/2008, Y POR LOS ESTADOS MIEMBROS DE LA SACU EN MASERU - REINO DE LESOTHO -, EL 03/04/2009."
HCDN132762,2011,LEY,C,externo,"CODIGO ELECTORAL NACIONAL - LEY 19945: MODIFICACIONES, SOBRE ELECCION DE PARLAMENTARIOS DEL MERCOSUR CONJUNTAMENTE CON LOS COMICIOS NACIONALES; MODIFICACION DE LA LEY 26215, DE FINANCIAMIENTO DE LOS PARTIDOS POLITICOS."
HCDN132802,2011,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBACION DEL ACUERDO MARCO DE COOPERACION ENTRE LOS ESTADOS PARTES DEL MERCOSUR Y ESTADOS ASOCIADOS PARA LA CREACION DE EQUIPOS CONJUNTOS DE INVESTIGACION, CELEBRADO EN SAN JUAN, REPUBLICA ARGENTINA, EL 2 DE AGOSTO DE 2010."
HCDN127977,2011,RESOLUCION,B,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA CUOTA HILTON PERIODO 2010/2011.
HCDN134378,2012,MENSAJE Y PROYECTO DE LEY,C,externo,"ACUERDO SOBRE GRATUIDAD DE VISADOS PARA ESTUDIANTES Y DOCENTES DE LOS ESTADOS PARTES DEL MERCOSUR, SUSCRIPTO EN LA CIUDAD DE CORDOBA, REPUBLICA ARGENTINA, EL 20 DE JULIO DE 2006."
HCDN133404,2012,RESOLUCION,B,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA ADJUDICACION DE LOS CUPOS DE LA CUOTA HILTON, DURANTE EL AÑO 2011."
HCDN134174,2012,LEY,B,externo,CUOTA HILTON: CARNES VACUNAS DE ALTA CALIDAD. REGIMEN DE DISTRIBUCION DE CUPOS DE EXPORTACION.
HCDN134289,2012,LEY,C,externo,REGIMEN ELECTORAL PARA ELECCION DIRECTA DE PARLAMENTARIOS DEL MERCOSUR; INCORPORACION DE DOCE ARTICULOS COMO TEXTO DE LA LEY 19945 DE CODIGO ELECTORAL NACIONAL Y MODIFICATORIAS AL TITULO VII DEL CAPITULO IV (REPRODUCCION DEL EXPEDIENTE 5453-D-10).
HCDN134817,2012,LEY,C,externo,"CREACION EN EL AMBITO DEL CONGRESO DE LA NACION ARGENTINA, LA COMISION BICAMERAL REVISORA DE NORMATIVA AMBIENTAL PARA LA ARMONIZACION DE DIRECTRICES AMBIENTALES DEL MERCADO COMUN DEL SUR (MERCOSUR) (REPRODUCCION DEL EXPEDIENTE 3138-D-10)."
HCDN134839,2012,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA CREAR UN GRUPO DE TRABAJO DE CARACTER PERMANENTE DENTRO DEL MERCOSUR PARA COMPATIBILIZAR LAS POLITICAS EXTERIORES DE LOS ESTADOS MIEMBROS, EN RELACION A LA ANTARTIDA."
HCDN135176,2012,DECLARACION,B,externo,"EXPRESAR PREOCUPACION POR LAS VERSIONES QUE INDICAN QUE ESPAÑA ESTUDIA FRENAR COMPRAS DE BIODIESEL COMO REPRESALIA POR LAS EMBESTIDAS DE NUESTROS GOBIERNOS, PROVINCIALES Y NACIONAL CONTRA LA EMPRESA REPSOL YPF."
HCDN135183,2012,DECLARACION,B,externo,EXPRESAR PREOCUPACION POR EL POSIBLE NUEVO INCUMPLIMIENTO DE LA CUOTA HILTON EN EL AÑO 2012.
HCDN135189,2012,LEY,B,externo,"COMISION FEDERAL DE ADJUDICACION DE LA CUOTA HILTON Y OTRAS CUOTAS DE CORTES DE CARNES VACUNAS PARA EXPORTACION: CREACION EN EL AMBITO DEL MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA DE LA NACION."
HCDN135631,2012,DECLARACION,C,externo,"EXPRESAR BENEPLACITO POR LA DESIGNACION DE LA PROVINCIA DE MENDOZA COMO SEDE DE LA CUMBRE DE JEFES DE ESTADO DEL MERCOSUR Y PAISES ASOCIADOS, A REALIZARSE EN EL MES DE JUNIO DE 2012."
HCDN135711,2012,DECLARACION,C,externo,"EXPRESAR BENEPLACITO POR LA CAMPAÑA DE CONCIENTIZACION ""EL MERCOSUR UNIDO CONTRA EL TRABAJO INFANTIL""."
HCDN136026,2012,RESOLUCION,B,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA CUOTA HILTON PERIODO 2011/2012.
HCDN136138,2012,RESOLUCION,B,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA EXPORTACION DE CARNES DE LA ""CUOTA HILTON""."
HCDN136801,2012,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS GESTIONES NECESARIAS PARA RETROTRAER LAS MEDIDAS PARA ARANCELARIAS ADOPTADAS POR LA REPUBLICA FEDERATIVA DEL BRASIL, CON DIVERSOS PRODUCTOS PERTENECIENTES A LA OFERTA EXPORTABLE DE LA PROVINCIA DE SAN JUAN."
HCDN137460,2012,RESOLUCION,B,ue_otro,"EXPRESAR PREOCUPACION POR LA PRESENTACION REALIZADA POR LA ""UNION EUROPEA (UE) ANTE LA ORGANIZACION MUNDIAL DE COMERCIO (OMC), COMO CONSECUENCIA DE LAS RESTRICCIONES A LA IMPORTACION QUE IMPUSO NUESTRO PAIS."
HCDN137499,2012,LEY,C,externo,"SISTEMA ELECTORAL PARA ELECCION DIRECTA DE PARLAMENTARIOS DEL MERCOSUR: MODIFICACION DE LA LEY 19945 (TO POR DECRETO 2135/83), Y MODIFICATORIAS."
HCDN137669,2012,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO CON CARACTER DE URGENTE UNA REUNION DE CANCILLERES DE LA UNASUR Y DEL MERCOSUR A FIN DE FIJAR UNA POSICION CONJUNTA, FRENTE A LOS TRAGICOS ACONTECIMIENTOS SUSCITADOS EN LA REPUBLICA ARABE SIRIA."
HCDN138359,2012,DECLARACION,B,ue_otro,EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA CUOTA HILTON DE EXPORTACION DE CORTES DE CARNE DE GRAN CALIDAD HACIA LA UNION EUROPEA.
HCDN138521,2012,RESOLUCION,B,externo,EXPRESAR PREOCUPACION POR EL CUPO OTORGADO A NUESTRO PAIS BAJO EL REGIMEN DE CUOTA HILTON.
HCDN139004,2012,DECLARACION,C,externo,"EXPRESAR RECHAZO POR LA IRREGULAR INCORPORACION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA COMO MIEMBRO DEL MERCOSUR, EN REEMPLAZO DE LA REPUBLICA DEL PARAGUAY."
HCDN139176,2012,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR LA DECISION DE LOS ESTADOS MIEMBROS Y ASOCIADOS DEL MERCOSUR, DE IMPEDIR EL ACCESO A SUS PUERTOS DE BUQUES CON BANDERA ILEGAL DE LAS MALVINAS, E INTERCAMBIAR INFORMACION SOBRE CARGAS HIDROCARBURIFERAS ILEGALES, ADOPTADA EL DIA 29 DE JUNIO DE 2012 EN LA PROVINCIA DE MENDOZA."
HCDN139210,2012,DECLARACION,C,externo,"EXPRESAR ADHESION POR LA DECLARACION DEL MERCOSUR Y ESTADOS ASOCIADOS SUSCRIPTA EL DIA 29 DE JUNIO DE 2012, EN LA PROVINCIA DE MENDOZA, TITULADA: ""INTERCAMBIO DE INFORMACION ENTRE LOS ESTADOS PARTES DEL MERCOSUR Y ESTADOS ASOCIADOS SOBRE BUQUES O ARTEFACTOS NAVALES VINCULADOS A LA CUESTIONES DE LAS ISLAS MALVINAS""."
HCDN139282,2012,DECLARACION,C,externo,"EXPRESAR BENEPLACITO POR LA DECISION DE PAISES MIEMBROS DEL MERCOSUR Y SUS ASOCIADOS, AL ASUMIR EL COMPROMISO DE IMPEDIR EL INGRESO DE BUQUES Y ARTEFACTOS NAVALES QUE ENARBOLEN LA BANDERA KELPER."
HCDN139293,2012,DECLARACION,C,externo,SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA LAS MEDIDAS NECESARIAS PARA INCORPORAR EL ACEITE DE OLIVA Y ACEITUNAS DE MESA DENTRO DE LOS ARANCELES DEL MERCOSUR.
HCDN139890,2012,DECLARACION,C,externo,EXPRESAR BENEPLACITO POR LA INCORPORACION DE VENEZUELA AL MERCADO COMUN DEL SUR (MERCOSUR).
HCDN140110,2012,DECLARACION,C,externo,EXPRESAR BENEPLACITO POR LA POSIBLE DECISION DE LEVANTAR LA SUSPENSION APLICADA AL PARAGUAY EN JUNIO DE 2012 POR PARTE DEL MERCOSUR.
HCDN140295,2012,RESOLUCION,C,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA IMPLEMENTACION DEL PARLAMENTO JUVENIL DEL MERCOSUR EN EL AMBITO DE LA PROVINCIA DE SANTA FE.
HCDN140390,2012,DECLARACION,C,externo,"EXPRESAR PREOCUPACION ANTE LAS DECLARACIONES DEL PRESIDENTE DEL CONSEJO SUPERIOR DE COMERCIO EXTERIOR DE LA FEDERACION DE EMPRESARIOS DE SAN PABLO, BRASIL, RUBENS BARBOSA, POR LAS CUALES ADVIERTE QUE ARGENTINA SERA ""RESPONSABLE POR EL FINAL DEL BLOQUE DEL MERCOSUR""."
HCDN140555,2012,LEY,C,externo,"COMERCIO EXTERIOR: NOMENCLATURA COMUN DEL MERCOSUR (NCM) Y ARANCEL EXTERNO COMUN (AEC), APLICADO AL BIODIESEL; DEROGACION DEL DECRETO 1339/12."
HCDN140894,2012,LEY,C,externo,"COMERCIO EXTERIOR: NOMENCLATURA COMUN DEL MERCOSUR (NCM) Y ARANCEL EXTERNO COMUN (AEC), APLICADO AL BIODIESEL - DECRETO 1339/12 -. DEJESE SIN EFECTO."
HCDN141097,2012,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA ELEVAR AL MAXIMO PERMITIDO POR LA ""ORGANIZACION MUNDIAL DE COMERCIO - OMC -"", EL ARANCEL EXTERNO COMUN PARA LA EXPORTACION DE ACEITUNAS DE MESA A UN 35 PORCIENTO."
HCDN141495,2012,DECLARACION,C,externo,"EXPRESAR BENEPLACITO POR EL INGRESO OFICIALIZADO EL DIA 31 DE JULIO DE 2012, DE LA REPUBLICA BOLIVARIANA DE VENEZUELA AL ""MERCADO COMUN DEL SUR (MERCOSUR)""."
HCDN141739,2012,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS CONDUCENTES PARA QUE LA ASOCIACION ARGENTINA DE KINESIOLOGIA Y EL CONSEJO PROFESIONAL DE KINESIOLOGIA SEAN INCLUIDOS EN EL SGT 11 ""SALUD"" DEL MERCOSUR."
HCDN143411,2012,RESOLUCION,C,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS MEDIDAS ADOPTADAS PARA REGULARIZAR LAS OBSERVACIONES FORMULADAS POR LA AUDITORIA GENERAL DE LA NACION (88/12), SOBRE EL INFORME DE AUDITORIA DE GESTION, EN EL AMBITO DEL SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA (SENASA), CON EL OBJETO DE EVALUAR LA GESTION DE LA SUBUNIDAD EJECUTORA DEL PROGRAMA MERCOSUR ""LIBRE DE FIEBRE AFTOSA"" (SUE-PAMA), PARCIALMENTE FINANCIADO POR EL FONDO PARA LA CONVERGENCIA ESTRUCTURAL DEL MERCOSUR (FOCEM)."
