proyecto_id,anio,tipo,dominio,marco,exp,ruta,chars
HCDN276011,2024,LEY,D,externo,3064-D-2024,pdf,22335
HCDN189972,2016,LEY,C,,5619-D-2016,html,6601
HCDN129020,2011,MENSAJE Y PROYECTO DE LEY,C,,0105-S-2011,ninguna,0
HCDN261828,2022,LEY,C,,3973-D-2022,pdf,22432
HCDN159685,2014,RESOLUCION,B,,0230-D-2014,html,7499
HCDN193888,2016,DECLARACION,C,,8593-D-2016,html,8774
HCDN182867,2016,RESOLUCION,B,,0219-D-2016,html,3459
HCDN194286,2016,MENSAJE Y PROYECTO DE LEY,C,,0041-S-2017,pdf,9550
HCDN159226,2014,DECLARACION,C,,8162-D-2013,html,7062
HCDN117910,2010,RESOLUCION,C,,4890-D-2010,html,3146
HCDN257123,2022,RESOLUCION,C,,1315-D-2022,pdf,5285
HCDN137940,2012,RESOLUCION,B,,3759-D-2012,html,6170
HCDN183165,2016,DECLARACION,C,,0437-D-2016,html,11951
HCDN132762,2011,LEY,C,,6091-D-2011,html,26529
HCDN160209,2014,LEY,C,,0740-D-2014,ninguna,0
HCDN136286,2012,RESOLUCION,C,,2822-D-2012,html,7188
HCDN140017,2012,DECLARACION,C,,5169-D-2012,html,4074
HCDN096880,2008,RESOLUCION,B,,3596-D-2008,html,4118
HCDN246260,2020,DECLARACION,A,,6092-D-2020,pdf,2323
HCDN106750,2009,RESOLUCION,C,,2941-D-2009,html,4391
HCDN121112,2010,LEY,C,,8196-D-2010,html,11991
HCDN098070,2008,DECLARACION,C,,4503-D-2008,html,5249
HCDN185932,2016,RESOLUCION,C,,2720-D-2016,html,7022
HCDN194015,2016,DECLARACION,C,,8687-D-2016,html,16069
HCDN230484,2019,DECLARACION,C,,1253-D-2019,html,4813
HCDN179505,2015,RESOLUCION,A,,4734-D-2015,html,5424
HCDN113414,2010,RESOLUCION,B,,1004-D-2010,html,4523
HCDN153101,2013,DECLARACION,B,,4905-D-2013,html,3392
HCDN234111,2019,RESOLUCION,A,,3464-D-2019,ninguna,0
HCDN267575,2023,LEY,C,,1508-D-2023,pdf,10230
HCDN259872,2022,LEY,C,,3250-D-2022,pdf,6318
HCDN239936,2020,RESOLUCION,C,,1661-D-2020,pdf,9509
HCDN176604,2015,DECLARACION,C,,3485-D-2015,html,6073
HCDN132802,2011,MENSAJE Y PROYECTO DE LEY,C,,0015-S-2012,ninguna,0
HCDN127977,2011,RESOLUCION,B,,2794-D-2011,html,7051
HCDN117390,2010,MENSAJE,C,,0025-JGM-2010,ninguna,0
HCDN134268,2012,RESOLUCION,C,,5882-D-2011,ninguna,0
HCDN144945,2012,RESOLUCION,C,,8571-D-2012,html,7962
HCDN279051,2024,RESOLUCION,D,externo,6175-D-2024,pdf,6357
HCDN147990,2013,DECLARACION,B,,8697-D-2012,html,2657
HCDN197176,2017,LEY,C,,1510-D-2017,html,19451
HCDN263132,2022,RESOLUCION,C,,4950-D-2022,pdf,5640
HCDN117460,2010,MENSAJE,C,,0028-JGM-2010,ninguna,0
HCDN159429,2014,RESOLUCION,A,,8270-D-2013,html,3203
HCDN120492,2010,RESOLUCION,C,,7555-D-2010,html,3885
HCDN105698,2009,DECLARACION,C,,2348-D-2009,html,5267
HCDN202533,2017,LEY,C,,3882-D-2017,html,31784
HCDN282710,2025,RESOLUCION,C,,0580-D-2025,pdf,3985
HCDN109680,2009,RESOLUCION,C,,5210-D-2009,html,5029
HCDN120077,2010,MENSAJE,C,,0046-JGM-2010,ninguna,0
