id,apellido,nombre,distrito,bloque,inicio,fin,fuente
SUPL_GUTIERREZ,GUTIÉRREZ,GRACIELA BEATRIZ,SANTA CRUZ,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_AUGSBURGER,AUGSBURGER,SILVIA,SANTA FE,PARTIDO SOCIALISTA,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_BERRAUTE,BERRAUTE,ANA,SANTA FE,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_DALLA_FONTANA,DALLA FONTANA,ARIEL RAÚL ARMANDO,SANTA FE,SANTA FE FEDERAL,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_GEREZ,GEREZ,ELDA RAMONA,SANTA FE,PARTIDO SOCIALISTA,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_MARTIN,MARTIN,MARÍA ELENA,SANTA FE,PARTIDO SOCIALISTA,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_MORINI,MORINI,PEDRO JUAN,SANTA FE,UCR,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
HCDN0912,ROSSI,AGUSTÍN OSCAR,SANTA FE,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_SYLVESTRE_BEGNIS,SYLVESTRE BEGNIS,JUAN HÉCTOR,SANTA FE,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_ZANCADA,ZANCADA,PABLO VENTURA,SANTA FE,PARTIDO SOCIALISTA,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
HCDN0859,BRUÉ,DANIEL AGUSTÍN,SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
HCDN0906,OLIVA,CRISTIAN RODOLFO,SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_VELARDE,VELARDE,MARTA SYLVIA,SANTIAGO DEL ESTERO,JUSTICIALISMO REPUBLICANO - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
HCDN0581,BERTONE,ROSANA ANDREA,TIERRA DEL FUEGO,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_GORBACZ,GORBACZ,LEONARDO ARIEL,TIERRA DEL FUEGO,PROYECTO PROGRESISTA,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
HCDN0597,CÓRDOBA,STELLA MARIS,TUCUMAN,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_HERRERA,HERRERA,ALBERTO,TUCUMAN,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
SUPL_ROJKES_DE_ALPEROVICH,ROJKÉS DE ALPEROVICH,BEATRIZ LILIANA,TUCUMAN,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
HCDN0915,SALIM,JUAN ARTURO,TUCUMAN,FRENTE PARA LA VICTORIA - PJ,2005-12-10,2009-12-09,"Wikipedia, Anexo:Diputados nacionales de Argentina (2007-2009), snapshot 28-oct-2007"
