proyecto_id,titulo,publicacion_fecha,tipo,autor
HCDN165486,"SOLICITAR AL PODER EJECUTIVO DISPONGA UNA ADECUACION DE ARANCELES EN LAS PRESTACIONES QUE BRINDA EL ""INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS"" Y OTRAS OBRAS SOCIALES.",2014-07-14T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN165612,"IMPUESTO AL VALOR AGREGADO IVA - LEY 23349 -. MODIFICACION DEL ARTICULO 28, SOBRE REDUCCION DE LA ALICUOTA EN SEMILLAS Y PRODUCTOS FITOSANITARIOS.",2014-07-17T00:00:00,LEY,"BARCHETTA, OMAR SEGUNDO"
HCDN165627,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE LOS CONFLICTOS COMERCIALES CON 43 PAISES, QUE LOS VENTILAN ANTE LA ""ORGANIZACION MUNDIAL DE COMERCIO (OMC)"", COMO CONSECUENCIA DE LAS RESTRICCIONES A LA IMPORTACION QUE IMPONE NUESTRO PAIS.",2014-07-18T00:00:00,RESOLUCION,"CREMER DE BUSTI, MARIA CRISTINA"
HCDN165821,"HONORARIOS PROFESIONALES DE ABOGADOS Y PROCURADORES - LEY 24432: MODIFICACION DEL ARTICULO 12° INCISOS E), J), K), L) Y Q), SOBRE INCORPORACION DEL ""JUS"" COMO UNIDAD ARANCELARIA DE HONORARIOS PROFESIONALES DEL ABOGADO, ACTUALIZACION DE MINIMOS E INTERESES DE HONORARIOS.",2014-07-29T00:00:00,LEY,"MESTRE, DIEGO MATIAS"
HCDN166003,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA APLICACION DE LA LEY 26331, DE BOSQUES NATIVOS, EN LA PROVINCIA DE SALTA.",2014-08-06T00:00:00,RESOLUCION,"BIELLA CALVET, BERNARDO JOSE"
HCDN166026,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LA APARICION EN LA LOCALIDAD DE MOCORETA, PROVINCIA DE CORRIENTES, DE LA ENFERMEDAD DENOMINADA ""HUANGLONGBING O GREENING DE LOS CITRICOS"".",2014-08-06T00:00:00,RESOLUCION,"ROGEL, FABIAN DULIO"
HCDN166031,"EXPRESAR BENEPLACITO POR LA CREACION DE UNA COMISION REGIONAL DE SANIDAD VEGETAL, DESTINADA A COORDINAR POLITICAS FITOSANITARIAS PARA EL FORTALECIMIENTO DE LAS ECONOMIAS REGIONALES DEL NOROESTE ARGENTINO - NOA -.",2014-08-06T00:00:00,RESOLUCION,"VILARIÑO, JOSE ANTONIO"
HCDN166216,SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA REDUCIR EN UN 50 % (CINCUENTA POR CIENTO) EL VALOR DE LOS ARANCELES QUE PERCIBEN LOS REGISTROS SECCIONALES DE LA PROPIEDAD DEL AUTOMOTOR.,2014-08-11T00:00:00,RESOLUCION,"BALDASSI, HECTOR W."
HCDN166249,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS FUNDAMENTOS PARA QUE LA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS - AFIP -, SEA EL ORGANISMO REGULADOR DEL SISTEMA DE TRAZABILIDAD PARA LA IDENTIFICACION DE GANADO Y SU OBLIGACION DE INCORPORAR UN CHIP IDENTIFICATORIO.",2014-08-12T00:00:00,RESOLUCION,"SCAGLIA, GISELA"
HCDN166311,"EXPRESAR BENEPLACITO POR LA NUEVA CUOTA DE CARNE DE ALTA CALIDAD OTORGADA A LA ARGENTINA POR PARTE DE LA UNION EUROPEA, REFERIDA A CORTES PROVENIENTES DE ""FEED LOTS"", Y OTRAS CUESTIONES CONEXAS.",2014-08-13T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR"
HCDN166318,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LA ""25 FIESTA NACIONAL DEL CHAMAME - EDICION DE PLATA - Y 11 FIESTA DEL CHAMAME DEL MERCOSUR"", A REALIZARSE DEL 10 AL 18 DE ENERO DE 2015 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE CORRIENTES.",2014-08-14T00:00:00,DECLARACION,"VALDES, GUSTAVO ADOLFO"
HCDN166334,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA LA EMISION DE UN SELLO POSTAL EN CONMEMORACION DE LA EDICION DE PLATA DE LA FIESTA NACIONAL DEL CHAMAME Y 11 FIESTA DEL CHAMAME DEL MERCOSUR"", A REALIZARSE DEL 10 AL 18 DE ENERO DE 2015 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE CORRIENTES.",2014-08-14T00:00:00,RESOLUCION,"VALDES, GUSTAVO ADOLFO"
HCDN166386,"DECLARAR DE INTERES DE LA H. CAMARA EL ""3° CONGRESO DE ENTES DE LUCHA Y ERRADICACION DE LA FIEBRE AFTOSA"", A REALIZARSE LOS DIAS 20 Y 21 DE AGOSTO DE 2014 EN HUERTA GRANDE, PROVINCIA DE CORDOBA.",2014-08-15T00:00:00,DECLARACION,"BURYAILE, RICARDO"
HCDN166416,"BOSQUES NATIVOS (LEY 26331): MODIFICACION DEL ARTICULO 2, SOBRE AMPLIACION DE LA SUPERFICIE PROPIEDAD DE LAS COMUNIDADES INDIGENAS Y DE PEQUEÑOS PRODUCTORES A TREINTA HECTAREAS.",2014-08-19T00:00:00,LEY,"BIANCHI, IVANA MARIA"
HCDN166457,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA ASIGNAR PRIORIDAD A LAS OBRAS DE TRANSFORMACION EN AUTOVIA, A TODA LA TRAZA DE LA RUTA NACIONAL 7 BIOCEANICA, LLAMADA DEL MERCOSUR.",2014-08-19T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN166480,"EXPRESAR SATISFACCION POR LA APROBACION UNANIME DE LA DECLARACION DEL PARLAMENTO DEL MERCOSUR A FAVOR DE LA REPUBLICA ARGENTINA, RESPALDANDO UNA SOLUCION QUE NO COMPROMETA EL AMPLIO PROCESO DE REESTRUCTURACION DE SU DEUDA SOBERANA.",2014-08-20T00:00:00,DECLARACION,"GIACCONE, CLAUDIA ALEJANDRA"
HCDN166483,SOLICITAR AL PODER EJECUTIVO DISPONGA DECLARAR LA EMERGENCIA AGROPECUARIA DE LA ZONA DELIMITADA POR LAS PROVINCIAS DE CORRIENTES Y ENTRE RIOS - AFECTADAS POR LA ENFERMEDAD HUANGLONGBING (HLB)- EN LA PRODUCCION CITRICOLA.,2014-08-20T00:00:00,DECLARACION,"D'AGOSTINO, JORGE MARCELO"
HCDN166533,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LAS ""XV JORNADAS NACIONALES DE COOPERATIVISMO Y MUTUALISMO ESCOLAR Y 9 DEL MERCOSUR"" - ""POR UNA EDUCACION CON VALORES Y PRINCIPIOS SOLIDARIOS"", A REALIZARSE DEL 22 AL 24 DE OCTUBRE DE 2014 EN LA CIUDAD DE VIEDMA, PROVINCIA DE RIO NEGRO.",2014-08-21T00:00:00,RESOLUCION,"CIAMPINI, JOSE ALBERTO"
HCDN166627,"EXPRESAR PREOCUPACION POR LA DECISION QUE TOMO EL GOBIERNO NACIONAL, SOBRE PROHIBIR LA EXPORTACION DE CARNE DURANTE 15 DIAS.",2014-08-25T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA"
HCDN166651,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE EL ESTADO DE ACTUALIZACION O ADECUACION AL COSTO DE VIDA DE LOS ARANCELES DE LOS SERVICIOS PERTENECIENTES AL SISTEMA DE PRESTACIONES BASICAS DE ATENCION INTEGRAL A FAVOR DE LAS PERSONAS CON DISCAPACIDAD.,2014-08-26T00:00:00,RESOLUCION,"TROIANO, GABRIELA ALEJANDRA"
HCDN166654,ELIMINACION DE LOS DERECHOS DE EXPORTACION (DEX) Y LOS REGISTROS DE OPERACIONES DE EXPORTACION (ROE) APLICABLE A LOS DISTINTOS CORTES DE CARNE Y A SUS PRODUCTOS DERIVADOS.,2014-08-26T00:00:00,LEY,"SCHIARETTI, JUAN"
HCDN166760,CARGAS DE EXPORTACION ORIGINADAS EN PUERTOS ARGENTINOS: APLICABILIDAD EN EL AMBITO DE LOS PAISES QUE INTEGRAN EL MERCOSUR: SUSPENSION DE LA DISPOSICION 1108/13 DE LA SUBSECRETARIA DE PUERTOS Y VIAS NAVEGABLES.,2014-08-28T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN166923,"EXPRESAR PREOCUPACION POR EL GRAVE DEFICIT FINANCIERO QUE AFECTA A LA ""FUNDACION BARRERA ZOOFITOSANITARIA PATAGONICA (FUNBAPA)"", COLOCANDO EN SERIO RIESGO AL SISTEMA CUARENTENARIO PATAGONICO.",2014-09-02T00:00:00,RESOLUCION,"BURYAILE, RICARDO"
HCDN166956,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA LAS MEDIDAS NECESARIAS PARA NORMALIZAR LA SITUACION FINANCIERA DE LA ""FUNDACION BARRERA ZOOFITOSANITARIA PATAGONICA - FUNBAPA -"", Y OTRAS CUESTIONES CONEXAS.",2014-09-03T00:00:00,RESOLUCION,"CASAÑAS, JUAN FRANCISCO"
HCDN167232,"REGIMEN DE REGISTRO, COMERCIALIZACION Y CONTROL DE LOS PRODUCTOS FITOSANITARIOS EMPLEADOS PARA LA PROTECCION, CRECIMIENTO Y DESARROLLO DE LOS CULTIVOS; DEROGACION DEL DECRETO LEY 3489/58 DE SANIDAD VEGETAL Y DE LA LEY 17934 MODIFICATORIA DEL DECRETO.",2014-09-11T00:00:00,LEY,"BASTERRA, LUIS EUGENIO"
HCDN167416,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE LA LIMITACION A LA EXPORTACION DE CARNE, Y OTRAS CUESTIONES CONEXAS.",2014-09-17T00:00:00,RESOLUCION,"DE FERRARI RUEDA, PATRICIA"
HCDN167603,"SOLICITAR AL PODER EJECUTIVO DISPONGA LA INSTRUMENTACION DE LAS MEDIDAS NECESARIAS PARA EL CUMPLIMIENTO DE LA LEY 26331, DE PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL DE LOS BOSQUES NATIVOS, EN LA PROVINCIA DE SALTA.",2014-09-23T00:00:00,RESOLUCION,"DONDA PEREZ, VICTORIA ANALIA"
HCDN167720,"EXPRESAR BENEPLACITO POR EL DICTADO DE LA RESOLUCION N° 422 DEL SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA - SENASA -, DONDE DISPONE QUE A PARTIR DEL 1° DE ENERO DE 2015, ESE ENTE NACIONAL EJERCERA EN FORMA DIRECTA EL CONTROL ZOOFITOSANITARIO EN LAS BARRERAS SANITARIAS, PUERTOS Y AEROPUERTOS DE LA REGION PATAGONICA.",2014-09-25T00:00:00,RESOLUCION,"SORIA, MARIA EMILIA"
HCDN167813,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL FALLO DE LA ""ORGANIZACION MUNDIAL DE COMERCIO - OMC -"", QUE DICTAMINO QUE EL GOBIERNO ARGENTINO ESTARIA APLICANDO MEDIDAS PROTECCIONISTAS CONTRARIAS A LAS NORMAS DE COMERCIO INTERNACIONAL.",2014-09-29T00:00:00,RESOLUCION,"LINARES, MARIA VIRGINIA"
HCDN167848,SUSTITUCION DEL REINTEGRO A LA EXPORTACION EXTRAZONA - RE - ASIGNADO EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR. - NCM -.,2014-09-30T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN167858,ACEITES DE OLIVA Y ACEITUNAS. SUSTITUCION DEL REINTEGRO A LA EXPORTACION EXTRAZONA -RE- ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR -NCM-.,2014-09-30T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN167928,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA ACTUALIZACION ARANCELARIA DEL ""SISTEMA DE PRESTACIONES BASICAS DE ATENCION INTEGRAL A FAVOR DE LAS PERSONAS CON DISCAPACIDAD"".",2014-10-01T00:00:00,RESOLUCION,"TORRES DEL SEL, MIGUEL IGNACIO"
HCDN167930,SOLICITAR AL PODER EJECUTIVO DISPONGA UN INCREMENTO ARANCELARIO DEL SISTEMA DE PRESTACIONES BASICAS DE ATENCION INTEGRAL A FAVOR DE LAS PERSONAS CON DISCAPACIDAD.,2014-10-01T00:00:00,DECLARACION,"TORRES DEL SEL, MIGUEL IGNACIO"
HCDN167966,"PEDIDO DE INFORMES VERBALES AL SEÑOR SUBSECRETARIO DE GANADERIA DE LA SECRETARIA DE AGRICULTURA, GANADERIA Y PESCA, DOCTOR JORGE HORACIO DILLON, ANTE LA COMISION DE AGRICULTURA Y GANADERIA, SOBRE EL CUADRO DE SITUACION PRODUCTIVA, LABORAL, COMERCIAL Y REGULATORIA A LO LARGO DE LA CADENA DE VALOR DE LA CARNE VACUNA.",2014-10-02T00:00:00,RESOLUCION,"BROWN, CARLOS RAMON"
HCDN167990,"DECLARAR DE INTERES DE LA H. CAMARA EL ""IV CONGRESO INTERNACIONAL DE TURISMO, EDUCACION INTERCULTURAL Y DESARROLLO LOCAL DE LAS MISIONES JESUITICAS DEL MERCOSUR"", REALIZADO LOS DIAS 26 Y 27 DE SEPTIEMBRE DE 2014 EN LA LOCALIDAD DE CORPUS, PROVINCIA DE MISIONES.",2014-10-03T00:00:00,RESOLUCION,"LEVERBERG, STELLA MARIS"
HCDN167995,"DECLARAR DE INTERES DE LA H. CAMARA EL ""IX ENCUENTRO DE ESCRITORES DEL MERCOSUR"", A REALIZARSE DEL 10 AL 12 DE OCTUBRE DE 2014, EN LA LOCALIDAD DE PUERTO IGUAZU, PROVINCIA DE MISIONES.",2014-10-03T00:00:00,RESOLUCION,"LEVERBERG, STELLA MARIS"
HCDN167996,"DECLARAR DE INTERES DE LA H. CAMARA EL ""XLV FESTIVAL NACIONAL DE MUSICA DEL LITORAL"" Y ""VII FESTIVAL DE MUSICA DEL MERCOSUR"", A REALIZARSE DEL 20 AL 23 DE NOVIEMBRE DE 2014 EN LA CIUDAD DE POSADAS, PROVINCIA DE MISIONES.",2014-10-03T00:00:00,RESOLUCION,"LEVERBERG, STELLA MARIS"
HCDN168002,"AGUA MINERAL, VINO ESPUMOSO, VINOS, VINO FINO, VINOS A GRANEL Y MOSTO DE UVA. SUSTITUYESE EL REINTEGRO A LA EXPORTACION EXTRAZONA (R.E.) ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.).",2014-10-03T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN168003,JUGO DE UVA Y JUGO DE MANZANA. SUSTITUYESE EL REINTEGRO A LA EXPORTACION EXTRAZONA (R.E.) ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.).,2014-10-03T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN168004,"VERMOUTH, SIDRA Y ALCOHOL ETILICO. SUSTITUCION DEL ""REINTEGRO A LA EXPORTACION EXTRAZONA - RE -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-10-03T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN168344,"DECLARAR DE INTERES DE LA H. CAMARA LA ""XXI REUNION DEL GRUPO DE COORDINACION Y LA XIX REUNION DE LA COMISION MIXTA DE LAS ENTIDADES FISCALIZADORAS DE LOS PAISES DEL MERCOSUR Y ASOCIADOS - EFSUR -"", A REALIZARSE DEL 20 AL 23 DE OCTUBRE DE 2014 EN LA CIUDAD DE ENCARNACION, REPUBLICA DEL PARAGUAY.",2014-10-08T00:00:00,RESOLUCION,"CARMONA, GUILLERMO RAMON"
HCDN168350,"DECLARAR DE INTERES DE LA H. CAMARA EL ""FESTIVAL DEL LITORAL 2014"", ""45 EDICION DEL FESTIVAL NACIONAL DE MUSICA DEL LITORAL"" Y ""7° DEL MERCOSUR"", A REALIZARSE DEL 20 AL 23 DE NOVIEMBRE DE 2014 EN LA CIUDAD DE POSADAS, PROVINCIA DE MISIONES.",2014-10-08T00:00:00,DECLARACION,"PERIE, JULIA ARGENTINA"
HCDN168486,EXPRESAR PREOCUPACION POR LA DEFORESTACION QUE SE PRACTICA EN LA SELVA FORMOSEÑA.,2014-10-14T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN168549,"DECLARAR DE INTERES DE LA H. CAMARA EL ""I TALLER REGIONAL PARA EL FORTALECIMIENTO DE LA PARTICIPACION SOCIAL EN EL MERCOSUR"", A REALIZARSE EN EL MES DE NOVIEMBRE DE 2014 EN LA PROVINCIA DE CORRIENTES.",2014-10-15T00:00:00,RESOLUCION,"RUBIN, CARLOS GUSTAVO"
HCDN168657,"EXPRESAR PREOCUPACION POR EL INFORME DE LA AUDITORIA GENERAL DE LA NACION, DANDO CUENTA DE LAS GRAVES DEFICIENCIAS EN LA IMPLEMENTACION, A NIVEL NACIONAL, DE LA LEY DE BOSQUES NATIVOS.",2014-10-20T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA"
HCDN168714,VINOS. SE ELIMINA EL DERECHO DE EXPORTACION APLICABLE A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR - N.C.M -.,2014-10-22T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN168822,"DECLARAR DE INTERES DE LA H. CAMARA LAS ""XVII JORNADAS NACIONALES DE EXTENSION RURAL Y IX DEL MERCOSUR"" A REALIZARSE DEL 19 AL 21 DE NOVIEMBRE DE 2014, EN LA CIUDAD DE ROSARIO, PROVINCIA DE SANTA FE.",2014-10-24T00:00:00,RESOLUCION,"BARCHETTA, OMAR SEGUNDO"
HCDN169241,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES TECNICAS, LEGALES Y ADMINISTRATIVAS DE LA LEY 26093 DE BIOCOMBUSTIBLES.",2014-10-31T00:00:00,RESOLUCION,"MARTINEZ, SOLEDAD"
HCDN169296,"EXPRESAR BENEPLACITO POR LA DESIGNACION DE LA CIUDAD DE PARANA, PROVINCIA DE ENTRE RIOS, COMO SEDE DE LA ""47 CUMBRE DE JEFES DE ESTADO DEL MERCADO COMUN DEL SUR - MERCOSUR -"", A REALIZARSE DEL 14 AL 18 DE DICIEMBRE DE 2014.",2014-11-04T00:00:00,RESOLUCION,"RIOS, LILIANA MARIA"
HCDN169417,MOLIENDA SECA DE MAIZ. SE REDUCEN LOS DERECHOS DE EXPORTACION A LOS PRODUCTOS Y SUBPRODUCTOS COMPRENDIDOS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR.,2014-11-07T00:00:00,LEY,"TORRES DEL SEL, MIGUEL IGNACIO"
HCDN169418,LINO. SE ELIMINAN LOS DERECHOS DE EXPORTACION DE LAS MERCADERIAS COMPRENDIDAS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR.,2014-11-07T00:00:00,LEY,"TORRES DEL SEL, MIGUEL IGNACIO"
HCDN169697,"AJO. SE FIJA EL CERO POR CIENTO - 0 % - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN169698,"ALCACHOFAS - ALCAUCILES - FRESCOS O REFRIGERADOS. SE ELIMINA EL DERECHO DE EXPORTACION APLICABLE EN LA POSICION ARANCELARIA DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN169710,"CEBOLLAS. SE FIJA EL CERO POR CIENTO - 0 % - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN169711,"CIRUELAS. SE FIJA EL CERO POR CIENTO - 0 % - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN169820,"ESPARRAGOS FRESCOS O REFRIGERADOS, PREPARADOS O CONSERVADOS S/VINAGRE O ACIDO ACETICO S/CONGELAR. SE FIJA EL CERO POR CIENTO - 0% - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-17T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN169824,"PISTACHO. SE FIJA EL CERO POR CIENTO - 0% - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-17T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN169825,"TOMATE. SE FIJA EL CERO POR CIENTO - 0% - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-17T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN169867,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA CAIDA EN LA FAENA DE GANADO VACUNO Y LA RETRACCION DEL MERCADO INTERNO DE CARNES.,2014-11-18T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN169904,"EXPRESAR BENEPLACITO POR EL CONVENIO FIRMADO ENTRE LAS REPUBLICAS DE ARGENTINA Y DE PARAGUAY EN EL MARCO DE LA REUNION DE MINISTROS DE SALUD DEL MERCOSUR, SOBRE CAPACITACION Y ASISTENCIA TECNICA EN ABLACION Y TRASPLANTE HEPATICO.",2014-11-19T00:00:00,RESOLUCION,"ZIEBART, CRISTINA ISABEL"
HCDN169915,"FERTILIZANTES. SE ELIMINA EL DERECHO DE IMPORTACION EN LAS POSICIONES ARANCELARIAS CONTENIDAS EN EL CAPITULO 31 DEL ""NOMENCLADOR COMUN DEL MERCOSUR - NCM -.""",2014-11-19T00:00:00,LEY,"SCHIARETTI, JUAN"
HCDN169924,"REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLE DE BIOCOMBUSTIBLES - LEY 26093 -. INCORPORACION DEL ARTICULO 3 BIS, SOBRE CREACION DE LA COMISION NACIONAL ASESORA PARA LA MEZCLA DE BIOCOMBUSTIBLES .",2014-11-19T00:00:00,LEY,"TORROBA, FRANCISCO JAVIER"
HCDN169990,AGENCIA FEDERAL DE PROTECCION FITOSANITARIA DE LA PATAGONIA. CREACION.-,2014-11-20T00:00:00,LEY,"COMELLI, ALICIA MARCELA"
HCDN169991,"UVAS FRESCAS Y PASAS DE UVA. SE FIJA EN UN 5 % LOS DERECHOS DE EXPORTACION A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-20T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN170007,"MELON. SE ELIMINAN LOS DERECHOS DE EXPORTACION EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-20T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN170088,"COMISION ESPECIAL PARA LA CONFORMACION DE LA CORPORACION INTERNACIONAL DEL CORREDOR BIOCEANICO DEL MERCOSUR. CREACION EN EL AMBITO DEL MINISTERIO DE RELACIONES EXTERIORES, Y CULTO DE LA NACION.",2014-11-25T00:00:00,LEY,"ASSEFF, ALBERTO"
HCDN170384,"ESTABLECIENDO LOS PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL, PARA LA GESTION DE LOS ENVASES VACIOS DE FITOSANITARIOS.",2014-11-25T00:00:00,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ DE KIRCHNER, CRISTINA"
HCDN170209,"CEREALES: TRIGO, GIRASOL Y PRODUCTOS DE MOLIENDA SECA Y HUMEDA; Y OLEAGINOSAS. SE ESTABLECE EN 0 % EL DERECHO DE EXPORTACION EN LAS POSICIONES ARANCELARIAS DE LA "" NOMENCLATURA COMUN DEL MERCOSUR - NCM -"". SE REDUCEN PARA LA EXPORTACION DE MAIZ Y SOJA.",2014-11-27T00:00:00,LEY,"TORROBA, FRANCISCO JAVIER"
HCDN170222,"CARBONATO DE CALCIO Y CARBURO DE CALCIO. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % A LA ""EXPORTACION EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - .N.C.M. -"".",2014-11-28T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN170223,"BENTONITA. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % POR 5 AÑOS A LA ""EXPORTACION EXTRAZONA -R.E.-"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - .N.C.M. -"" LA CUAL DISMINUIRA EN UN PUNTO POR AÑO HASTA SU EXTINCION PAULATINA.",2014-11-28T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN170225,"DOLOMITA CRUDA Y DOLOMITA CALCINADA. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % A LA ""EXPORTACION EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - N.C.M. -"".",2014-11-28T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN170227,"BIENES DE CAPITAL Y/O INDUSTRIALES CON VALOR AGREGADO. FIJESE EN CERO POR CIENTO EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR -NCM-"".",2014-11-28T00:00:00,LEY,"CACERES, EDUARDO AUGUSTO"
HCDN170239,"SILICIO Y FERROSILICIO. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % A LA EXPORTACION ""EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - N.C.M -"".",2014-11-28T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN170240,"CAL VIVA Y CAL APAGADA. SE ESTABLECE UN REINTEGRO DEL 5 % A LA ""EXPORTACION EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR -N.C.M. -"".",2014-11-28T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
