orden,proyecto_id,titulo,publicacion_fecha,tipo,autor,relevante_manual,dominio_manual,tema_manual,orientacion_manual,saliencia_manual,notas
234,HCDN108166,REGIMEN DE TRAZABILIDAD Y VERIFICACION DE APTITUD TECNICA DE LOS RECURSOS TECNOLOGICOS DE SALUD EN USO.,2009-08-13T00:00:00,LEY,"GORBACZ, LEONARDO ARIEL",,,,,,
235,HCDN270527,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL CENSO NACIONAL DE POBLACION, HOGARES Y VIVIENDA REALIZADO EL 18 DE MAYO DE 2022.",2023-09-05T00:00:00,RESOLUCION,"GALIMBERTI, PEDRO JORGE",,,,,,
236,HCDN190844,"""PROGRAMA DE ATENCION PRIMARIA Y PREVENTIVA DE SALUD BUCAL"". CREACION.",2016-09-19T00:00:00,LEY,"BIANCHI, IVANA MARIA",,,,,,
237,HCDN150776,"EXPRESAR BENEPLACITO POR LA POSTULACION COMO ""EMBAJADORA DE LA PAZ"" DE LA DOCTORA MARIA TERESA MUÑOZ, JUEZA DE PAZ DE LA LOCALIDAD DE DELFIN GALLO, PROVINCIA DE TUCUMAN, REALIZADA EL 15 DE ABRIL DE 2013.",2013-04-23T00:00:00,DECLARACION,"GALLARDO, MIRIAM GRACIELA",,,,,,
238,HCDN143491,"DECLARAR DE INTERES DE LA H. CAMARA EL VII CONGRESO FEDERAL DE LA ECONOMIA SOLIDARIA Y ASOCIATIVISMO PYME, EL II ENCUENTRO INDOAMERICANO DE LA ECONOMIA SOLIDARIA Y ASOCIATIVISMO PYME Y EL ACTO DE CIERRE DE AÑO INTERNACIONAL DE LAS COOPERATIVAS DE LA REUNION ESPECIALIZADA DE COOPERATIVAS DEL MERCOSUR, A REALIZARSE LOS DIAS 8 Y 9 DE NOVIEMBRE DE 2012 EN LA PROVINCIA DE BUENOS AIRES.",2012-10-30T00:00:00,RESOLUCION,"MIRKIN, BEATRIZ GRACIELA",,,,,,
239,HCDN127032,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL PROGRAMA ""CARNE PARA TODOS"", IMPULSADO EL DIA 27 DE ABRIL DE 2011.",2011-04-28T00:00:00,RESOLUCION,"GRIBAUDO, CHRISTIAN ALEJANDRO",,,,,,
240,HCDN266547,"DECLARAR DE INTERES DE LA H. CAMARA LA MESA REDONDA DE ALTO NIVEL SOBRE LAS ""PERSPECTIVAS DEL MERCOSUR POLITICO A 25 AÑOS DE LA CREACION DEL FORO DE CONSULTA Y CONCERTACION POLITICA (FCCP)"" LA CUAL SE LLEVARA A CABO EL 16 DE MARZO DE 2023.",2023-03-15T00:00:00,DECLARACION,"CASARETTO, MARCELO PABLO",,,,,,
241,HCDN284689,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL MARCO DE LAS CUMBRES DE CANCILLERES DE LOS PAISES INTEGRANTES DEL MERCOSUR QUE TUVIERON LUGAR EN LA CIUDAD AUTONOMA DE BUENOS AIRES, ARGENTINA, EL 11 DE ABRIL Y EL 2 DE MAYO DE 2025.",2025-05-15T00:00:00,RESOLUCION,"CAFIERO, SANTIAGO",,,,,,
242,HCDN119301,"DECLARAR DE INTERES DE LA H. CAMARA EL VI CERTAMEN DE FORMACION EN VALORES EN EL MERCOSUR EDUCATIVO 2010 ""MANOS JOVENES ESCRIBEN EN GRANDE"".",2010-08-26T00:00:00,DECLARACION,"FERNANDEZ BASUALDO, LUIS MARIA",,,,,,
243,HCDN271797,EXPRESAR REPUDIO POR LOS HECHOS DE VIOLENCIA PERPETRADOS CONTRA LA SEDE DEL PARTIDO JUSTICIALISTA DE LA PROVINCIA DE SALTA,2023-11-17T00:00:00,DECLARACION,"ZAPATA, CARLOS RAUL",,,,,,
244,HCDN195122,"EXPRESAR BENEPLACITO POR LA MUESTRA DE ARTE ORGANIZADA POR LA FUNDACION DOCTOR ENRIQUE ROSSI, DENOMINADA ""SINERGIAS, EL TODO Y LAS PARTES"", A REALIZARSE DEL 27 DE JUNIO AL 8 DE JULIO DE 2017, EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2017-03-03T00:00:00,RESOLUCION,"RICCARDO, JOSE LUIS",,,,,,
245,HCDN148611,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA CUOTA HILTON PARA EL PERIODO 2012-2013.,2013-03-06T00:00:00,RESOLUCION,"GONZALEZ, GLADYS ESTHER",,,,,,
246,HCDN096491,"EXPRESAR BENEPLACITO POR LA ""XVIII FIESTA PROVINCIAL Y ARGENTINA DE LA BAGNA CAUDA"", A REALIZARSE DEL 6 AL 20 DE JULIO DE 2008 EN LA PROVINCIA DE SANTA FE.",2008-06-20T00:00:00,RESOLUCION,"MORINI, PEDRO JUAN",,,,,,
247,HCDN159844,EXPRESAR BENEPLACITO POR LA INCORPORACION DEL IDIOMA GUARANI COMO LENGUA OFICIAL DEL MERCOSUR.,2014-03-07T00:00:00,DECLARACION,"ASSEFF, ALBERTO",,,,,,
248,HCDN164747,"REDUCCION DE LA COMPOSICION DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION - LEY 26183 -. MODIFICACION DEL ARTICULO 3°, SOBRE MAYORIAS REQUERIDAS PARA EMITIR SENTENCIA.",2014-06-24T00:00:00,LEY,"COMELLI, ALICIA MARCELA",,,,,,
249,HCDN233395,"EXPRESAR BENEPLACITO POR EL PREMIO ""PRINCESA DE ASTURIAS"", OTORGADO A LA CIENTIFICA ARGENTINA SANDRA DIAZ, EL 5 DE JUNIO DE 2019 EN LA CIUDAD DE OVIEDO, ESPAÑA.",2019-06-14T00:00:00,DECLARACION,"CARRIZO, SOLEDAD",,,,,,
250,HCDN185145,"EXPRESAR REPUDIO POR EL ESCRACHE REALIZADO EL DIA 21 DE ABRIL DE 2016, AL ENSAYISTA Y DESIGNADO DIRECTOR DE LA ""BIBLIOTECA NACIONAL"", ALBERTO MANGUEL.",2016-04-27T00:00:00,RESOLUCION,"SCHMIDT LIERMANN, CORNELIA",,,,,,
251,HCDN202569,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL COBRO DE ARANCELES EN CARRERAS DE FORMACION SUPERIOR BRINDADAS EN UNIVERSIDADES NACIONALES.,2017-07-17T00:00:00,RESOLUCION,"LLANOS MASSA, ANA MARIA",,,,,,
252,HCDN274587,EXPRESAR PREOCUPACION POR LAS AMENAZAS DE MUERTE AL PERIODISTA SANTACRUCEÑO HUGO OMAR MOYANO.,2024-04-18T00:00:00,DECLARACION,"REYES, ROXANA NAHIR",,,,,,
253,HCDN104006,"DECLARAR DE INTERES DE LA H. CAMARA EL LIBRO ""BALDOSAS POR LA MEMORIA"", EDITADO, COMPAGINADO E IMPRESO POR EL INSTITUTO ESPACIO PARA LA MEMORIA EN EL QUE SE REFLEJAN LAS ACTIVIDADES DE LA COORDINADORA BARRIOS POR MEMORIA Y JUSTICIA.",2009-03-18T00:00:00,RESOLUCION,"BISUTTI, DELIA BEATRIZ",,,,,,
254,HCDN093042,EXPRESAR APOYO A LAS POLITICAS DEL GOBIERNO INICIADAS EL 25 DE MAYO DE 2003 Y PROFUNDIZADAS POR LA PRESIDENTA DE LA NACION CRISTINA FERNANDEZ DE KIRCHNER Y RECHAZAR EL LOCK OUT PATRONAL Y LA MEDIDA DE FUERZA QUE VIENEN SOSTENIENDO LAS ENTIDADES RURALES DESDE EL DIA 13 DE MARZO DE 2008.,2008-03-26T00:00:00,RESOLUCION,"ROSSI, AGUSTIN OSCAR",,,,,,
255,HCDN269876,"DECLARAR QUE EL PARLAMENTO DEL MERCOSUR (PARLASUR) ES UN INSTRUMENTO FUNDAMENTAL DE LA INTEGRACION REGIONAL, LA CONSTRUCCION DE CIUDADANIA, LA CONSOLIDACION DE LA DEMOCRACIA, EL DESARROLLO DE LOS ESTADOS PARTE Y OTRAS CUESTIONES CONEXAS.",2023-07-17T00:00:00,RESOLUCION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
256,HCDN117533,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL ENVIO DE LA DENOMINADA ""CUOTA HILTON"" A LA UNION EUROPEA.",2010-06-24T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR",,,,,,
257,HCDN158614,"CODIGO ELECTORAL NACIONAL (LEY 19945): MODIFICACIONES, SOBRE ELECCION DE PARLAMENTARIOS DEL MERCOSUR CONJUNTAMENTE CON LOS COMICIOS NACIONALES. MODIFICACION DE LA LEY 26215, DE FINANCIAMIENTO DE LOS PARTIDOS POLITICOS.",2013-12-09T00:00:00,LEY,"LARROQUE, ANDRES",,,,,,
258,HCDN284871,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL INSTITUTO DE PROMOCION DE LA CARNE VACUNA ARGENTINA.,2025-05-22T00:00:00,DECLARACION,"ARDOHAIN, MARTIN",,,,,,
259,HCDN247464,"EXPRESAR BENEPLACITO POR EL TRIGESIMO ANIVERSARIO DE LA FIRMA DEL TRATADO DE ASUNCION, SUSCRIPTO ENTRE ARGENTINA, BRASIL, PARAGUAY Y URUGUAY EL 26 DE MARZO DE 1991 Y QUE DIO ORIGEN AL MERCADO COMUN DEL SUR - MERCOSUR -",2021-02-08T00:00:00,DECLARACION,"BERISSO, HERNAN",,,,,,
260,HCDN282068,SUSPENSION DE LAS ELECCIONES DIRECTAS DE PARLAMENTARIOS DEL MERCOSUR.,2025-03-05T00:00:00,LEY,"LOSPENNATO, SILVIA",,,,,,
261,HCDN192135,"EXPRESAR BENEPLACITO POR EL 103 ANIVERSARIO DEL ""CLUB ATLETICO TALLERES DE CORDOBA"", CELEBRADO EL 12 DE OCTUBRE DE 2016, EN LA CIUDAD CAPITAL DE LA PROVINCIA DE CORDOBA.",2016-10-26T00:00:00,DECLARACION,"ESTEVEZ, GABRIELA BEATRIZ",,,,,,
262,HCDN212538,"TRANSITO - LEY 24449 -. MODIFICACION DEL ARTICULO 53, SOBRE EXIGENCIAS COMUNES PARA LA CIRCULACION DE VEHICULOS.",2018-03-13T00:00:00,LEY,"LLANOS MASSA, ANA MARIA",,,,,,
263,HCDN108046,ELECCION DE PARLAMENTARIOS DEL MERCOSUR: MODIFICACION DEL CODIGO ELECTORAL NACIONAL (LEY 19945 Y MODIFICATORIAS).,2009-08-11T00:00:00,LEY,"IRRAZABAL, JUAN MANUEL",,,,,,
264,HCDN244879,DIAGNOSTICO TEMPRANO DE ARTRITIS REUMATOIDEA. INCLUSION EN EL PLAN MEDICO OBLIGATORIO.,2020-09-30T00:00:00,LEY,"DAIVES, RICARDO DANIEL",,,,,,
265,HCDN276407,"EXPRESAR PREOCUPACION POR LA DECISION DEL PRESIDENTE JAVIER MILEI DE NO CONCURRIR A LA CUMBRE DE JEFES DE ESTADO DEL MERCOSUR, A CELEBRARSE EN ASUNCION, REPUBLICA DEL PARAGUAY, EL 8 DE JULIO DE 2024 Y OTRAS CUESTIONES CONEXAS.",2024-07-02T00:00:00,RESOLUCION,"PAULON, ESTEBAN",,,,,,
266,HCDN141083,"SOLICITAR AL PODER EJECUTIVO DISPONGA REVER LA POLITICA DE PRECIOS INTERNOS Y LOS DERECHOS DE IMPORTACION VIGENTES, ADOPTADAS RESPECTO DE LA INDUSTRIA DE BIOCOMBUSTIBLES, Y OTRAS CUESTIONES CONEXAS.",2012-08-29T00:00:00,RESOLUCION,"MALDONADO, VICTOR HUGO",,,,,,
267,HCDN189782,"DECLARAR DE INTERES DE LA H. CAMARA EL ""ENCUENTRO DE COMITES POPULARES POR EL HABITAT - RESISTENCIA POR EL HABITAT"", A REALIZARSE EL 27 DE AGOSTO DE 2016 EN LA CIUDAD CAPITAL DE LA PROVINCIA DEL CHACO.",2016-08-25T00:00:00,RESOLUCION,"MASIN, MARIA LUCILA",,,,,,
268,HCDN155686,"DECLARAR DE INTERES DE LA H. CAMARA LA "" III EDICION DE LA FERIA DE ARTESANIA DEL MERCOSUR -FAM- "", A REALIZARSE DEL 10 AL 14 DE OCTUBRE DE 2013 EN LA CIUDAD DE PUERTO IGUAZU, PROVINCIA DE MISIONES.",2013-08-28T00:00:00,RESOLUCION,"ZIEGLER, ALEX ROBERTO",,,,,,
269,HCDN187916,"DECLARAR DE INTERES DE LA H. CAMARA LA REALIZACION DE LA SEGUNDA CONFERENCIA PANAMERICANA SOBRE SUSTENTABILIDAD EN BIOCOMBUSTIBLES Y BIOENERGIA, A REALIZARSE DEL 13 AL 16 DE SEPTIEMBRE DE 2016, EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2016-07-13T00:00:00,RESOLUCION,"ECHEGARAY, ALEJANDRO CARLOS AUGUSTO",,,,,,
270,HCDN104635,"DECLARAR DE INTERES DE LA H. CAMARA LA CAMPAÑA NACIONAL DE VALORES ""ARGENTINA CONTA CONMIGO""",2009-04-08T00:00:00,RESOLUCION,"HOTTON, CYNTHIA LILIANA",,,,,,
271,HCDN274013,EXPRESAR BENEPLACITO POR LA CONMEMORACION DEL DIA DEL MERCOSUR A CELEBRARSE EL 26 DE MARZO DE 2024.,2024-03-26T00:00:00,RESOLUCION,"MARZIOTTA, GISELA",,,,,,
272,HCDN120125,"EXPRESAR BENEPLACITO POR LA I REUNION ESPECIALIZADA DE TURISMO Y VIII REUNION DE MINISTROS DE TURISMO DEL MERCOSUR, REALIZADAS DEL 4 AL 6 DE AGOSTO DE 2010 EN LA PROVINCIA DE JUJUY.",2010-09-28T00:00:00,DECLARACION,"LEVERBERG, STELLA MARIS",,,,,,
273,HCDN245349,"SOLICITAR AL PODER EJECUTIVO DISPONGA CONSIDERAR LA POSIBILIDAD DE ELABORAR LOS PROTOCOLOS NECESARIOS, QUE PERMITAN GARANTIZAR EL "" DERECHO AL ULTIMO ADIOS "" PARA EL ACOMPAÑAMIENTO DE PACIENTES QUE PADECEN ENFERMEDADES TERMINALES, EN EL CONTEXTO DE PANDEMIA DECLARADA POR LA ORGANIZACION MUNDIAL DE LA SALUD (OMS).",2020-10-09T00:00:00,DECLARACION,"SAPAG, ALMA LILIANA",,,,,,
274,HCDN124985,"DECLARAR DE INTERES DE LA H. CAMARA LA MUESTRA ""EXPO MACIA 2011: ""16 FIESTA PROVINCIAL DE LA MIEL Y EXPO APICOLA DEL MERCOSUR"" A REALIZARSE DEL 1 AL 3 DE ABRIL DE 2011 EN MACIA, PROVINCIA DE ENTRE RIOS.",2011-03-04T00:00:00,RESOLUCION,"MARTINEZ, JULIO CESAR",,,,,,
275,HCDN121385,"DECLARAR DE INTERES DE LA H. CAMARA LA PELICULA 'EL RATI HORROR SHOW' DEL DIRECTOR ENRIQUE PIÑEYRO, DISPONIENDO SU PROYECCION EN ESTA H. CAMARA DE DIPUTADOS.",2010-11-19T00:00:00,RESOLUCION,"LOZANO, CLAUDIO RAUL",,,,,,
276,HCDN276011,CREACION DEL SISTEMA ARGENTINO DE TRAZABILIDAD DE LA PESCA Y LA ACUICULTURA.,2024-06-11T00:00:00,LEY,"REYES, ROXANA NAHIR",,,,,,
277,HCDN189972,"DEMOCRATIZACION DE LA REPRESENTACION POLITICA, LA TRANSPARENCIA Y LA EQUIDAD ELECTORAL - LEY 26571 -. MODIFICACION DEL ARTICULO 44, SOBRE SISTEMA D´HONT PARA LA ELECCION DE CANDIDATOS A DIPUTADOS NACIONALES Y PARLAMENTARIOS DEL MERCOSUR POR DISTRITO NACIONAL.",2016-08-29T00:00:00,LEY,"CONTI, DIANA BEATRIZ",,,,,,
278,HCDN129020,"APROBACION DEL ACUERDO PREFERENCIAL DE COMERCIO ENTRE EL MERCADO COMUN DEL SUR (MERCOSUR) Y LA UNION ADUANERA DE AFRICA DEL SUR (SACU), SUSCRIPTO POR LOS ESTADOS PARTE DEL MERCOSUR EN BRASIL EL 15/12/2008, Y POR LOS ESTADOS MIEMBROS DE LA SACU EN MASERU - REINO DE LESOTHO -, EL 03/04/2009.",2011-06-17T00:00:00,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ DE KIRCHNER, CRISTINA",,,,,,
279,HCDN166107,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL LIBRO ""YO QUE SE (#YQS). LA EDUCACION ARGENTINA EN LA ENCRUCIJADA"", ESCRITO POR JUAN MARIA SEGURA.",2014-08-08T00:00:00,RESOLUCION,"SCHMIDT LIERMANN, CORNELIA",,,,,,
280,HCDN261828,DESIGNACION POR PARTE DEL CONGRESO NACIONAL DE LOS PARLAMENTARIOS DEL MERCOSUR. MODIFICACIONES AL CODIGO NACIONAL ELECTORAL Y DE LAS LEYES 26215 Y 26571. DEROGACION DE LA LEY 27120.,2022-08-08T00:00:00,LEY,"LOSPENNATO, SILVIA GABRIELA",,,,,,
281,HCDN096218,"DECLARAR DE INTERES PARLAMENTARIO EL ""I FORO INTERAMERICANO DE MUJERES CONTRA LA CORRUPCION"", A REALIZARSE DEL 29 DE SEPTIEMBRE AL 1 DE OCTUBRE DE 2008 EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2008-06-11T00:00:00,RESOLUCION,"GIL LOZANO, CLAUDIA FERNANDA",,,,,,
282,HCDN159685,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS CUPOS DE LA ""CUOTA HILTON"".",2014-03-06T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA",,,,,,
283,HCDN193888,EXPRESAR REPUDIO POR LA SUSPENSION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA COMO SOCIO PLENO DEL MERCOSUR.,2016-12-06T00:00:00,DECLARACION,"GAILLARD, ANA CAROLINA",,,,,,
284,HCDN219225,"SALUD MENTAL - LEY 26657 -. MODIFICACIONES, SOBRE DERECHOS Y GARANTIAS DE LOS ENFERMOS MENTALES, REGIONALIZACION DE LA ATENCION Y FUNCIONES DEL ORGANO DE REVISION.",2018-07-12T00:00:00,LEY,"OLMEDO, ALFREDO HORACIO",,,,,,
285,HCDN180540,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE RESOLUCION REMITIDA POR LA AUDITORIA GENERAL DE LA NACION 109/15, APROBANDO EL INFORME REFERIDO A LA AUDITORIA PRACTICADA SOBRE LOS ESTADOS CONTABLES POR EL EJERCICIO FINALIZADO EL 31 DE DICIEMBRE DE 2013, CORRESPONDIENTES A AUSTRAL LINEAS AEREAS - CIELOS DEL SUR S.A.",2015-09-17T00:00:00,RESOLUCION,PARLAMENTARIA MIXTA REVISORA DE CUENTAS,,,,,,
286,HCDN283902,"EXPRESAR PREOCUPACION POR EL FIN DE LA CONCESION DEL CORREDOR VIAL N.º 18 -RUTA DEL MERCOSUR -, A CARGO DE LA EMPRESA CAMINOS DEL PARANA S.A., EN LA RUTA N° 14 DE LA PROVINCIA DE CORRIENTES, QUE IMPLICA EL RIESGO DE DESPIDO DE TRABAJADORES.",2025-04-14T00:00:00,DECLARACION,"SAND, NANCY",,,,,,
287,HCDN182867,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA DETERMINAR LA POSIBILIDAD DE ACCESO DE LA PRODUCCION GANADERA MENDOCINA A LA "" CUOTA HILTON "".",2016-03-02T00:00:00,RESOLUCION,"ABRAHAM, ALEJANDRO",,,,,,
288,HCDN194286,"APROBACION DEL ACUERDO SOBRE EL BENEFICIO DE LITIGAR SIN GASTOS Y LA ASISTENCIA JURIDICA GRATUITA SOBRE LOS ESTADOS PARTES DEL MERCOSUR, LA REPUBLICA DE BOLIVIA Y LA REPUBLICA DE CHILE, SUSCRITO EN LA CIUDAD DE FLORIANOPOLIS, REPUBLICA FEDERATIVA DEL BRAIL, EL 15/12/2000.",2016-12-05T00:00:00,MENSAJE Y PROYECTO DE LEY,"MACRI, MAURICIO",,,,,,
289,HCDN159226,"EXPRESAR BENEPLACITO POR EL ""DIA DEL MERCOSUR"", A CELEBRARSE EL 26 DE MARZO DE 2014.",2014-02-13T00:00:00,DECLARACION,"ASSEFF, ALBERTO",,,,,,
290,HCDN181042,"SEGUROS - LEY 17418 -. MODIFICACION DE LOS ARTICULOS 56 Y 118, SOBRE PLAZO DE PRONUNCIAMIENTO POR PARTE DEL ASEGURADOR Y DE ACCION CONTRA EL ASEGURADOR, RESPECTIVAMENTE.",2015-10-27T00:00:00,LEY,"GUTIERREZ, HECTOR MARIA",,,,,,
291,HCDN119624,PAPEL PRENSA. SE FIJA EN CERO POR CIENTO EL DERECHO DE IMPORTACION EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA DEL MERCOSUR.,2010-09-08T00:00:00,LEY,"MOUILLERON, ROBERTO MARIO",,,,,,
292,HCDN270853,"DECLARAR MONUMENTO HISTORICO NACIONAL AL SOLAR SARMIENTO UBICADO EN LA CIUDAD DE ASUNCION, REPUBLICA DEL PARAGUAY.",2023-09-19T00:00:00,LEY,"GIOJA, JOSE LUIS",,,,,,
293,HCDN117910,SOLICITAR AL PODER EJECUTIVO DISPONGA RATIFICAR EL TRATADO DE LIBRE COMERCIO MERCOSUR - ISRAEL CELEBRADO ENTRE LOS ESTADOS MIEMBROS DEL MERCOSUR Y EL ESTADO DE ISRAEL EL 17/12/2007.,2010-07-07T00:00:00,RESOLUCION,"LLERA, TIMOTEO",,,,,,
294,HCDN098101,"SOLICITAR AL PODER EJECUTIVO DISPONGA EL CUMPLIMIENTO DEL ""CONVENIO DE DESARROLLO SUSTENTABLE DE JOHANNESBURGO"" POR LA REPUBLICA ARGENTINA, SUSCRIPTO EL 3 DE SEPTIEMBRE DE 2002 EN SUDAFRICA.",2008-08-27T00:00:00,DECLARACION,"LLANOS, EDITH OLGA",,,,,,
295,HCDN278772,EDUCACION SUPERIOR - LEY 24521 -. MODIFICACIONES SOBRE ARANCELES EN LA EDUCACION SUPERIOR UNIVERSITARIA DE GESTION ESTATAL PARA CIUDADANOS EXTRANJEROS Y OTRAS CUESTIONES CONEXAS.,2024-10-04T00:00:00,LEY,"VASQUEZ, PATRICIA",,,,,,
296,HCDN112993,"MARCO LEGAL PARA LA PRODUCCION, EL PROCESAMIENTO Y LA COMERCIALIZACION DE CARNES VACUNAS (REPRODUCCION DEL EXPEDIENTE 0806-D-08).",2010-03-08T00:00:00,LEY,"PINEDO, FEDERICO",,,,,,
297,HCDN190691,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LAS POLITICAS Y/O MEDIDAS PARA PROTEGER LA PRODUCCION NACIONAL, ANTE EL SIGNIFICATIVO AUMENTO DE LAS IMPORTACIONES DE CARNE DE CERDO, POLLO Y CITRICOS.",2016-09-14T00:00:00,RESOLUCION,"CREMER DE BUSTI, MARIA CRISTINA",,,,,,
298,HCDN279476,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL LISTADO DE ARGENTINOS QUE PARTICIPARON EN EL CONFLICTO BELICO DEL ATLANTICO SUR EN 1982.,2024-11-07T00:00:00,RESOLUCION,"BRÜGGE, JUAN FERNANDO",,,,,,
299,HCDN196397,"DECLARAR DE INTERES DE LA H. CAMARA EL ""PROGRAMA DE FORTALECIMIENTO DE LA UNIDAD VIVERO ARGERICH"", EL ""PROGRAMA DE IMPLANTACION DE CORTINAS Y MONTES FORESTALES EN LAS RUTAS NACIONALES 22 Y 3 SUR"", Y EL ""PROGRAMA DE IMPLANTACION DE CORTINAS Y MONTES FORESTALES EN UNIDADES PRODUCTIVAS Y CAMINOS RURALES"", DE LA PROVINCIA DE BUENOS AIRES, DESTINADOS A PROTEGER LOS RECURSOS NATURALES.",2017-04-04T00:00:00,DECLARACION,"BEVILACQUA, GUSTAVO",,,,,,
300,HCDN121377,EXPRESAR REPUDIO POR LA MUERTE DE UN NIÑO DE 6 AÑOS A CAUSA DEL TRABAJO ESCLAVO Y EXPLOTACION INFANTIL EN UNA GRANJA AVICOLA EN LA PROVINCIA DE BUENOS AIRES.,2010-11-18T00:00:00,DECLARACION,"ALONSO, LAURA",,,,,,
301,HCDN257123,SOLICITAR AL PODER EJECUTIVO DISPONGA LA REDUCCION A 0% (CERO POR CIENTO) DEL DERECHO DE IMPORTACION EXTRAZONA (D.I.E.) PARA LA MERCADERIA COMPRENDIDA EN TODAS LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.) CORRESPONDIENTES A FERTILIZANTES DE USO AGRICOLA.,2022-03-30T00:00:00,RESOLUCION,"TORELLO, PABLO",,,,,,
302,HCDN137940,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LOS ORGANISMOS ESTATALES QUE INTERVIENEN EN LA ASIGNACION DE LOS CUPOS DE LA ""CUOTA HILTON"", Y OTRAS CUESTIONES CONEXAS.",2012-06-07T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA",,,,,,
303,HCDN183165,EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DEL PODER EJECUTIVO DE LO DISPUESTO EN EL ARTICULO 16 DE LA LEY 27120 - ELECCION DE PARLAMENTARIOS DEL MERCOSUR.,2016-03-08T00:00:00,DECLARACION,"CARMONA, GUILLERMO RAMON",,,,,,
304,HCDN214778,"DECLARAR DE INTERES DE LA H. CAMARA EL ""XXXVIII ENCUENTRO NACIONAL DE EQUIPOS DIRECTIVOS DE ESCUELAS PREUNIVERSITARIAS"", A REALIZARSE DEL 30 DE MAYO AL 1 DE JUNIO DE 2018 EN LA PROVINCIA DE MISIONES.",2018-05-04T00:00:00,RESOLUCION,"PASTORI, LUIS MARIO",,,,,,
305,HCDN132762,"CODIGO ELECTORAL NACIONAL - LEY 19945: MODIFICACIONES, SOBRE ELECCION DE PARLAMENTARIOS DEL MERCOSUR CONJUNTAMENTE CON LOS COMICIOS NACIONALES; MODIFICACION DE LA LEY 26215, DE FINANCIAMIENTO DE LOS PARTIDOS POLITICOS.",2011-12-07T00:00:00,LEY,"LANDAU, JORGE ALBERTO",,,,,,
306,HCDN160209,"COMERCIO EXTERIOR: NOMENCLATURA COMUN DEL MERCOSUR (NCM) Y ARANCEL EXTERNO COMUN (AEC), APLICADO AL BIODIESEL - DECRETO 1339/12 -. DEJESE SIN EFECTO (REPRODUCCION DEL EXPEDIENTE 5840-D-12).",2014-03-14T00:00:00,LEY,"PINEDO, FEDERICO",,,,,,
307,HCDN177132,"EXPRESAR SOLIDARIDAD CON EL PUEBLO DEL ESTADO DE KUWAIT FRENTE AL ATENTADO PERPETRADO EL 26 DE JUNIO DE 2015 EN LA MEZQUITA IMAN SADIQ, DISTRITO CIUDAD CAPITAL DE KUWAIT.",2015-06-30T00:00:00,RESOLUCION,"CASTRO, SANDRA DANIELA",,,,,,
308,HCDN108239,DECLARAR ZONA DE DESASTRE Y EMERGENCIA ECONOMICA Y SOCIAL POR 180 DIAS A LOS DEPARTAMENTOS DE LAS PROVINCIAS DE SAN LUIS Y CORDOBA AFECTADOS POR LOS INCENDIOS.,2009-08-19T00:00:00,LEY,"LUSQUIÑOS, LUIS BERNARDO",,,,,,
309,HCDN140422,"EDUCACION SUPERIOR - LEY 24521: MODIFICACIONES, SOBRE CREACION DE UNIDADES SOCIALES EDUCATIVAS SUPERIORES (USES).",2012-08-10T00:00:00,LEY,"PUCHETA, RAMONA",,,,,,
